Type;Variable;Group;Week;Year;Age;Vax_status;Value
antal;tests;total;52;2021;70-79;Første vaccination;155,0
antal;tests;total;52;2021;70-79;Anden vaccination;59963,0
antal;tests;total;52;2021;70-79;Fuld effekt efter primært forløb;6603,0
antal;tests;total;52;2021;70-79;Fuld effekt efter revaccination;53323,0
antal;tests;total;51;2021;70-79;Ingen vaccination;981,0
antal;tests;total;51;2021;70-79;Første vaccination;143,0
antal;tests;total;51;2021;70-79;Anden vaccination;58583,0
antal;tests;total;51;2021;70-79;Fuld effekt efter primært forløb;13020,0
antal;tests;total;51;2021;70-79;Fuld effekt efter revaccination;45535,0
antal;tests;total;50;2021;70-79;Ingen vaccination;1197,0
antal;tests;total;50;2021;70-79;Første vaccination;137,0
antal;tests;total;50;2021;70-79;Anden vaccination;55518,0
antal;tests;total;50;2021;70-79;Fuld effekt efter primært forløb;23632,0
antal;tests;total;50;2021;70-79;Fuld effekt efter revaccination;31863,0
antal;tests;total;49;2021;70-79;Ingen vaccination;1249,0
antal;tests;total;49;2021;70-79;Første vaccination;141,0
antal;tests;total;49;2021;70-79;Anden vaccination;52153,0
antal;tests;total;49;2021;70-79;Fuld effekt efter primært forløb;34379,0
antal;tests;total;49;2021;70-79;Fuld effekt efter revaccination;17756,0
antal;tests;total;48;2021;70-79;Ingen vaccination;1335,0
antal;tests;total;48;2021;70-79;Første vaccination;158,0
antal;tests;total;48;2021;70-79;Anden vaccination;51717,0
antal;tests;total;48;2021;70-79;Fuld effekt efter primært forløb;42088,0
antal;tests;total;48;2021;70-79;Fuld effekt efter revaccination;9619,0
antal;tests;total;11;2022;80+;Ingen vaccination;341,0
antal;tests;total;11;2022;80+;Første vaccination;39,0
antal;tests;total;11;2022;80+;Anden vaccination;17615,0
antal;tests;total;11;2022;80+;Fuld effekt efter primært forløb;506,0
antal;tests;total;11;2022;80+;Fuld effekt efter revaccination;17108,0
antal;tests;total;10;2022;80+;Ingen vaccination;414,0
antal;tests;total;10;2022;80+;Første vaccination;53,0
antal;tests;total;10;2022;80+;Anden vaccination;21607,0
antal;tests;total;10;2022;80+;Fuld effekt efter primært forløb;623,0
antal;tests;total;10;2022;80+;Fuld effekt efter revaccination;20980,0
antal;tests;total;9;2022;80+;Ingen vaccination;467,0
antal;tests;total;9;2022;80+;Første vaccination;60,0
antal;tests;total;9;2022;80+;Anden vaccination;25061,0
antal;tests;total;9;2022;80+;Fuld effekt efter primært forløb;679,0
antal;tests;total;9;2022;80+;Fuld effekt efter revaccination;24377,0
antal;tests;total;8;2022;80+;Ingen vaccination;554,0
antal;tests;total;8;2022;80+;Første vaccination;75,0
antal;tests;total;8;2022;80+;Anden vaccination;29473,0
antal;tests;total;8;2022;80+;Fuld effekt efter primært forløb;822,0
antal;tests;total;8;2022;80+;Fuld effekt efter revaccination;28639,0
antal;tests;total;7;2022;80+;Ingen vaccination;613,0
antal;tests;total;7;2022;80+;Første vaccination;100,0
antal;tests;total;7;2022;80+;Anden vaccination;34298,0
antal;tests;total;7;2022;80+;Fuld effekt efter primært forløb;998,0
antal;tests;total;7;2022;80+;Fuld effekt efter revaccination;33285,0
antal;tests;total;6;2022;80+;Ingen vaccination;674,0
antal;tests;total;6;2022;80+;Første vaccination;122,0
antal;tests;total;6;2022;80+;Anden vaccination;35169,0
antal;tests;total;6;2022;80+;Fuld effekt efter primært forløb;1140,0
antal;tests;total;6;2022;80+;Fuld effekt efter revaccination;34004,0
antal;tests;total;5;2022;80+;Ingen vaccination;726,0
antal;tests;total;5;2022;80+;Første vaccination;121,0
antal;tests;total;5;2022;80+;Anden vaccination;32986,0
antal;tests;total;5;2022;80+;Fuld effekt efter primært forløb;1211,0
antal;tests;total;5;2022;80+;Fuld effekt efter revaccination;31756,0
antal;tests;total;4;2022;80+;Ingen vaccination;702,0
antal;tests;total;4;2022;80+;Første vaccination;128,0
antal;tests;total;4;2022;80+;Anden vaccination;31569,0
antal;tests;total;4;2022;80+;Fuld effekt efter primært forløb;1302,0
antal;tests;total;4;2022;80+;Fuld effekt efter revaccination;30233,0
antal;tests;total;3;2022;80+;Ingen vaccination;737,0
antal;tests;total;3;2022;80+;Første vaccination;119,0
antal;tests;total;3;2022;80+;Anden vaccination;31339,0
antal;tests;total;3;2022;80+;Fuld effekt efter primært forløb;1470,0
antal;tests;total;3;2022;80+;Fuld effekt efter revaccination;29832,0
antal;tests;total;2;2022;80+;Ingen vaccination;702,0
antal;tests;total;2;2022;80+;Første vaccination;110,0
antal;tests;total;2;2022;80+;Anden vaccination;29175,0
antal;tests;total;2;2022;80+;Fuld effekt efter primært forløb;1497,0
antal;tests;total;2;2022;80+;Fuld effekt efter revaccination;27655,0
antal;tests;total;1;2022;80+;Ingen vaccination;768,0
antal;tests;total;1;2022;80+;Første vaccination;122,0
antal;tests;total;1;2022;80+;Anden vaccination;31428,0
antal;tests;total;1;2022;80+;Fuld effekt efter primært forløb;2027,0
antal;tests;total;1;2022;80+;Fuld effekt efter revaccination;29386,0
antal;tests;total;52;2021;80+;Ingen vaccination;655,0
antal;tests;total;52;2021;80+;Første vaccination;119,0
antal;tests;total;52;2021;80+;Anden vaccination;31380,0
antal;tests;total;52;2021;80+;Fuld effekt efter primært forløb;2754,0
antal;tests;total;52;2021;80+;Fuld effekt efter revaccination;28608,0
antal;tests;total;51;2021;80+;Ingen vaccination;559,0
antal;tests;total;51;2021;80+;Første vaccination;107,0
antal;tests;total;51;2021;80+;Anden vaccination;26243,0
antal;tests;total;51;2021;80+;Fuld effekt efter primært forløb;3244,0
antal;tests;total;51;2021;80+;Fuld effekt efter revaccination;22980,0
antal;tests;total;50;2021;80+;Ingen vaccination;556,0
antal;tests;total;50;2021;80+;Første vaccination;73,0
antal;tests;total;50;2021;80+;Anden vaccination;23420,0
antal;tests;total;50;2021;80+;Fuld effekt efter primært forløb;4391,0
antal;tests;total;50;2021;80+;Fuld effekt efter revaccination;19017,0
antal;tests;total;49;2021;80+;Ingen vaccination;618,0
antal;tests;total;49;2021;80+;Første vaccination;78,0
antal;tests;total;49;2021;80+;Anden vaccination;20907,0
antal;tests;total;49;2021;80+;Fuld effekt efter primært forløb;5609,0
antal;tests;total;49;2021;80+;Fuld effekt efter revaccination;15288,0
antal;tests;total;48;2021;80+;Ingen vaccination;578,0
antal;tests;total;48;2021;80+;Første vaccination;79,0
antal;tests;total;48;2021;80+;Anden vaccination;19059,0
antal;tests;total;48;2021;80+;Fuld effekt efter primært forløb;6803,0
antal;tests;total;48;2021;80+;Fuld effekt efter revaccination;12245,0
antal;tests;alle;11;2022;0-5;Ingen vaccination;3293,0
antal;tests;alle;11;2022;0-5;Første vaccination;45,0
antal;tests;alle;11;2022;0-5;Anden vaccination;261,0
antal;tests;alle;11;2022;0-5;Fuld effekt efter primært forløb;259,0
antal;tests;alle;11;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;10;2022;0-5;Ingen vaccination;5805,0
antal;tests;alle;10;2022;0-5;Første vaccination;94,0
antal;tests;alle;10;2022;0-5;Anden vaccination;504,0
antal;tests;alle;10;2022;0-5;Fuld effekt efter primært forløb;495,0
antal;tests;alle;10;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;9;2022;0-5;Ingen vaccination;8974,0
antal;tests;alle;9;2022;0-5;Første vaccination;133,0
antal;tests;alle;9;2022;0-5;Anden vaccination;752,0
antal;tests;alle;9;2022;0-5;Fuld effekt efter primært forløb;741,0
antal;tests;alle;9;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;8;2022;0-5;Ingen vaccination;12749,0
antal;tests;alle;8;2022;0-5;Første vaccination;190,0
antal;tests;alle;8;2022;0-5;Anden vaccination;1000,0
antal;tests;alle;8;2022;0-5;Fuld effekt efter primært forløb;978,0
antal;tests;alle;8;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;7;2022;0-5;Ingen vaccination;21950,0
antal;tests;alle;7;2022;0-5;Første vaccination;339,0
antal;tests;alle;7;2022;0-5;Anden vaccination;1626,0
antal;tests;alle;7;2022;0-5;Fuld effekt efter primært forløb;1532,0
antal;tests;alle;7;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;6;2022;0-5;Ingen vaccination;36906,0
antal;tests;alle;6;2022;0-5;Første vaccination;715,0
antal;tests;alle;6;2022;0-5;Anden vaccination;2591,0
antal;tests;alle;6;2022;0-5;Fuld effekt efter primært forløb;2270,0
antal;tests;alle;6;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;5;2022;0-5;Ingen vaccination;45029,0
antal;tests;alle;5;2022;0-5;Første vaccination;1052,0
antal;tests;alle;5;2022;0-5;Anden vaccination;3014,0
antal;tests;alle;5;2022;0-5;Fuld effekt efter primært forløb;2270,0
antal;tests;alle;5;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;4;2022;0-5;Ingen vaccination;55668,0
antal;tests;alle;4;2022;0-5;Første vaccination;1778,0
antal;tests;alle;4;2022;0-5;Anden vaccination;3329,0
antal;tests;alle;4;2022;0-5;Fuld effekt efter primært forløb;1851,0
antal;tests;alle;4;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;3;2022;0-5;Ingen vaccination;70268,0
antal;tests;alle;3;2022;0-5;Første vaccination;2956,0
antal;tests;alle;3;2022;0-5;Anden vaccination;3311,0
antal;tests;alle;3;2022;0-5;Fuld effekt efter primært forløb;534,0
antal;tests;alle;3;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;2;2022;0-5;Ingen vaccination;61242,0
antal;tests;alle;2;2022;0-5;Første vaccination;3498,0
antal;tests;alle;2;2022;0-5;Anden vaccination;1768,0
antal;tests;alle;2;2022;0-5;Fuld effekt efter primært forløb;14,0
antal;tests;alle;2;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;1;2022;0-5;Ingen vaccination;36516,0
antal;tests;alle;1;2022;0-5;Første vaccination;2826,0
antal;tests;alle;1;2022;0-5;Anden vaccination;173,0
antal;tests;alle;1;2022;0-5;Fuld effekt efter primært forløb;2,0
antal;tests;alle;1;2022;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;52;2021;0-5;Ingen vaccination;30198,0
antal;tests;alle;52;2021;0-5;Første vaccination;2230,0
antal;tests;alle;52;2021;0-5;Anden vaccination;3,0
antal;tests;alle;52;2021;0-5;Fuld effekt efter primært forløb;2,0
antal;tests;alle;52;2021;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;51;2021;0-5;Ingen vaccination;49207,0
antal;tests;alle;51;2021;0-5;Første vaccination;2965,0
antal;tests;alle;51;2021;0-5;Anden vaccination;2,0
antal;tests;alle;51;2021;0-5;Fuld effekt efter primært forløb;1,0
antal;tests;alle;51;2021;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;50;2021;0-5;Ingen vaccination;62374,0
antal;tests;alle;50;2021;0-5;Første vaccination;1088,0
antal;tests;alle;50;2021;0-5;Anden vaccination;1,0
antal;tests;alle;50;2021;0-5;Fuld effekt efter primært forløb;0,0
antal;tests;alle;50;2021;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;49;2021;0-5;Ingen vaccination;53238,0
antal;tests;alle;49;2021;0-5;Første vaccination;17,0
antal;tests;alle;49;2021;0-5;Anden vaccination;0,0
antal;tests;alle;49;2021;0-5;Fuld effekt efter primært forløb;0,0
antal;tests;alle;49;2021;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;48;2021;0-5;Ingen vaccination;42654,0
antal;tests;alle;48;2021;0-5;Første vaccination;2,0
antal;tests;alle;48;2021;0-5;Anden vaccination;0,0
antal;tests;alle;48;2021;0-5;Fuld effekt efter primært forløb;0,0
antal;tests;alle;48;2021;0-5;Fuld effekt efter revaccination;0,0
antal;tests;alle;11;2022;6-11;Ingen vaccination;2391,0
antal;tests;alle;11;2022;6-11;Første vaccination;407,0
antal;tests;alle;11;2022;6-11;Anden vaccination;3292,0
antal;tests;alle;11;2022;6-11;Fuld effekt efter primært forløb;3282,0
antal;tests;alle;11;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;10;2022;6-11;Ingen vaccination;3499,0
antal;tests;alle;10;2022;6-11;Første vaccination;589,0
antal;tests;alle;10;2022;6-11;Anden vaccination;5735,0
antal;tests;alle;10;2022;6-11;Fuld effekt efter primært forløb;5685,0
antal;tests;alle;10;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;9;2022;6-11;Ingen vaccination;3954,0
antal;tests;alle;9;2022;6-11;Første vaccination;676,0
antal;tests;alle;9;2022;6-11;Anden vaccination;7290,0
antal;tests;alle;9;2022;6-11;Fuld effekt efter primært forløb;7208,0
antal;tests;alle;9;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;8;2022;6-11;Ingen vaccination;4818,0
antal;tests;alle;8;2022;6-11;Første vaccination;783,0
antal;tests;alle;8;2022;6-11;Anden vaccination;8743,0
antal;tests;alle;8;2022;6-11;Fuld effekt efter primært forløb;8619,0
antal;tests;alle;8;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;7;2022;6-11;Ingen vaccination;8785,0
antal;tests;alle;7;2022;6-11;Første vaccination;1301,0
antal;tests;alle;7;2022;6-11;Anden vaccination;15270,0
antal;tests;alle;7;2022;6-11;Fuld effekt efter primært forløb;14835,0
antal;tests;alle;7;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;6;2022;6-11;Ingen vaccination;17552,0
antal;tests;alle;6;2022;6-11;Første vaccination;2935,0
antal;tests;alle;6;2022;6-11;Anden vaccination;26069,0
antal;tests;alle;6;2022;6-11;Fuld effekt efter primært forløb;24381,0
antal;tests;alle;6;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;5;2022;6-11;Ingen vaccination;25474,0
antal;tests;alle;5;2022;6-11;Første vaccination;4765,0
antal;tests;alle;5;2022;6-11;Anden vaccination;34122,0
antal;tests;alle;5;2022;6-11;Fuld effekt efter primært forløb;29883,0
antal;tests;alle;5;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;4;2022;6-11;Ingen vaccination;37013,0
antal;tests;alle;4;2022;6-11;Første vaccination;9077,0
antal;tests;alle;4;2022;6-11;Anden vaccination;42067,0
antal;tests;alle;4;2022;6-11;Fuld effekt efter primært forløb;31545,0
antal;tests;alle;4;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;3;2022;6-11;Ingen vaccination;46212,0
antal;tests;alle;3;2022;6-11;Første vaccination;15719,0
antal;tests;alle;3;2022;6-11;Anden vaccination;43687,0
antal;tests;alle;3;2022;6-11;Fuld effekt efter primært forløb;17363,0
antal;tests;alle;3;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;2;2022;6-11;Ingen vaccination;37229,0
antal;tests;alle;2;2022;6-11;Første vaccination;19229,0
antal;tests;alle;2;2022;6-11;Anden vaccination;25758,0
antal;tests;alle;2;2022;6-11;Fuld effekt efter primært forløb;3774,0
antal;tests;alle;2;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;1;2022;6-11;Ingen vaccination;27172,0
antal;tests;alle;1;2022;6-11;Første vaccination;22306,0
antal;tests;alle;1;2022;6-11;Anden vaccination;7357,0
antal;tests;alle;1;2022;6-11;Fuld effekt efter primært forløb;327,0
antal;tests;alle;1;2022;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;52;2021;6-11;Ingen vaccination;23249,0
antal;tests;alle;52;2021;6-11;Første vaccination;22833,0
antal;tests;alle;52;2021;6-11;Anden vaccination;1037,0
antal;tests;alle;52;2021;6-11;Fuld effekt efter primært forløb;7,0
antal;tests;alle;52;2021;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;51;2021;6-11;Ingen vaccination;36866,0
antal;tests;alle;51;2021;6-11;Første vaccination;32875,0
antal;tests;alle;51;2021;6-11;Anden vaccination;167,0
antal;tests;alle;51;2021;6-11;Fuld effekt efter primært forløb;2,0
antal;tests;alle;51;2021;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;50;2021;6-11;Ingen vaccination;76930,0
antal;tests;alle;50;2021;6-11;Første vaccination;27687,0
antal;tests;alle;50;2021;6-11;Anden vaccination;3,0
antal;tests;alle;50;2021;6-11;Fuld effekt efter primært forløb;1,0
antal;tests;alle;50;2021;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;49;2021;6-11;Ingen vaccination;96523,0
antal;tests;alle;49;2021;6-11;Første vaccination;8214,0
antal;tests;alle;49;2021;6-11;Anden vaccination;4,0
antal;tests;alle;49;2021;6-11;Fuld effekt efter primært forløb;2,0
antal;tests;alle;49;2021;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;48;2021;6-11;Ingen vaccination;96132,0
antal;tests;alle;48;2021;6-11;Første vaccination;418,0
antal;tests;alle;48;2021;6-11;Anden vaccination;3,0
antal;tests;alle;48;2021;6-11;Fuld effekt efter primært forløb;3,0
antal;tests;alle;48;2021;6-11;Fuld effekt efter revaccination;0,0
antal;tests;alle;11;2022;12-15;Ingen vaccination;907,0
antal;tests;alle;11;2022;12-15;Første vaccination;94,0
antal;tests;alle;11;2022;12-15;Anden vaccination;4693,0
antal;tests;alle;11;2022;12-15;Fuld effekt efter primært forløb;4662,0
antal;tests;alle;11;2022;12-15;Fuld effekt efter revaccination;25,0
antal;tests;alle;10;2022;12-15;Ingen vaccination;1106,0
antal;tests;alle;10;2022;12-15;Første vaccination;146,0
antal;tests;alle;10;2022;12-15;Anden vaccination;7607,0
antal;tests;alle;10;2022;12-15;Fuld effekt efter primært forløb;7551,0
antal;tests;alle;10;2022;12-15;Fuld effekt efter revaccination;44,0
antal;tests;alle;9;2022;12-15;Ingen vaccination;1120,0
antal;tests;alle;9;2022;12-15;Første vaccination;97,0
antal;tests;alle;9;2022;12-15;Anden vaccination;8204,0
antal;tests;alle;9;2022;12-15;Fuld effekt efter primært forløb;8150,0
antal;tests;alle;9;2022;12-15;Fuld effekt efter revaccination;37,0
antal;tests;alle;8;2022;12-15;Ingen vaccination;1294,0
antal;tests;alle;8;2022;12-15;Første vaccination;146,0
antal;tests;alle;8;2022;12-15;Anden vaccination;10687,0
antal;tests;alle;8;2022;12-15;Fuld effekt efter primært forløb;10595,0
antal;tests;alle;8;2022;12-15;Fuld effekt efter revaccination;59,0
antal;tests;alle;7;2022;12-15;Ingen vaccination;2372,0
antal;tests;alle;7;2022;12-15;Første vaccination;271,0
antal;tests;alle;7;2022;12-15;Anden vaccination;17655,0
antal;tests;alle;7;2022;12-15;Fuld effekt efter primært forløb;17511,0
antal;tests;alle;7;2022;12-15;Fuld effekt efter revaccination;71,0
antal;tests;alle;6;2022;12-15;Ingen vaccination;4816,0
antal;tests;alle;6;2022;12-15;Første vaccination;573,0
antal;tests;alle;6;2022;12-15;Anden vaccination;33797,0
antal;tests;alle;6;2022;12-15;Fuld effekt efter primært forløb;33437,0
antal;tests;alle;6;2022;12-15;Fuld effekt efter revaccination;83,0
antal;tests;alle;5;2022;12-15;Ingen vaccination;6875,0
antal;tests;alle;5;2022;12-15;Første vaccination;880,0
antal;tests;alle;5;2022;12-15;Anden vaccination;45059,0
antal;tests;alle;5;2022;12-15;Fuld effekt efter primært forløb;44425,0
antal;tests;alle;5;2022;12-15;Fuld effekt efter revaccination;110,0
antal;tests;alle;4;2022;12-15;Ingen vaccination;10065,0
antal;tests;alle;4;2022;12-15;Første vaccination;1572,0
antal;tests;alle;4;2022;12-15;Anden vaccination;62803,0
antal;tests;alle;4;2022;12-15;Fuld effekt efter primært forløb;61467,0
antal;tests;alle;4;2022;12-15;Fuld effekt efter revaccination;116,0
antal;tests;alle;3;2022;12-15;Ingen vaccination;12342,0
antal;tests;alle;3;2022;12-15;Første vaccination;2336,0
antal;tests;alle;3;2022;12-15;Anden vaccination;73340,0
antal;tests;alle;3;2022;12-15;Fuld effekt efter primært forløb;70984,0
antal;tests;alle;3;2022;12-15;Fuld effekt efter revaccination;116,0
antal;tests;alle;2;2022;12-15;Ingen vaccination;10021,0
antal;tests;alle;2;2022;12-15;Første vaccination;2282,0
antal;tests;alle;2;2022;12-15;Anden vaccination;55436,0
antal;tests;alle;2;2022;12-15;Fuld effekt efter primært forløb;53467,0
antal;tests;alle;2;2022;12-15;Fuld effekt efter revaccination;61,0
antal;tests;alle;1;2022;12-15;Ingen vaccination;8259,0
antal;tests;alle;1;2022;12-15;Første vaccination;2351,0
antal;tests;alle;1;2022;12-15;Anden vaccination;44120,0
antal;tests;alle;1;2022;12-15;Fuld effekt efter primært forløb;42966,0
antal;tests;alle;1;2022;12-15;Fuld effekt efter revaccination;41,0
antal;tests;alle;52;2021;12-15;Ingen vaccination;5888,0
antal;tests;alle;52;2021;12-15;Første vaccination;2086,0
antal;tests;alle;52;2021;12-15;Anden vaccination;33717,0
antal;tests;alle;52;2021;12-15;Fuld effekt efter primært forløb;32610,0
antal;tests;alle;52;2021;12-15;Fuld effekt efter revaccination;15,0
antal;tests;alle;51;2021;12-15;Ingen vaccination;7042,0
antal;tests;alle;51;2021;12-15;Første vaccination;2806,0
antal;tests;alle;51;2021;12-15;Anden vaccination;43396,0
antal;tests;alle;51;2021;12-15;Fuld effekt efter primært forløb;41439,0
antal;tests;alle;51;2021;12-15;Fuld effekt efter revaccination;14,0
antal;tests;alle;50;2021;12-15;Ingen vaccination;10321,0
antal;tests;alle;50;2021;12-15;Første vaccination;3989,0
antal;tests;alle;50;2021;12-15;Anden vaccination;51902,0
antal;tests;alle;50;2021;12-15;Fuld effekt efter primært forløb;49380,0
antal;tests;alle;50;2021;12-15;Fuld effekt efter revaccination;10,0
antal;tests;alle;49;2021;12-15;Ingen vaccination;11572,0
antal;tests;alle;49;2021;12-15;Første vaccination;4237,0
antal;tests;alle;49;2021;12-15;Anden vaccination;45658,0
antal;tests;alle;49;2021;12-15;Fuld effekt efter primært forløb;43767,0
antal;tests;alle;49;2021;12-15;Fuld effekt efter revaccination;10,0
antal;tests;alle;48;2021;12-15;Ingen vaccination;11541,0
antal;tests;alle;48;2021;12-15;Første vaccination;4155,0
antal;tests;alle;48;2021;12-15;Anden vaccination;38689,0
antal;tests;alle;48;2021;12-15;Fuld effekt efter primært forløb;37565,0
antal;tests;alle;48;2021;12-15;Fuld effekt efter revaccination;9,0
antal;tests;alle;11;2022;16-19;Ingen vaccination;555,0
antal;tests;alle;11;2022;16-19;Første vaccination;58,0
antal;tests;alle;11;2022;16-19;Anden vaccination;5307,0
antal;tests;alle;11;2022;16-19;Fuld effekt efter primært forløb;2642,0
antal;tests;alle;11;2022;16-19;Fuld effekt efter revaccination;2662,0
antal;tests;alle;10;2022;16-19;Ingen vaccination;768,0
antal;tests;alle;10;2022;16-19;Første vaccination;110,0
antal;tests;alle;10;2022;16-19;Anden vaccination;8906,0
antal;tests;alle;10;2022;16-19;Fuld effekt efter primært forløb;4337,0
antal;tests;alle;10;2022;16-19;Fuld effekt efter revaccination;4554,0
antal;tests;alle;9;2022;16-19;Ingen vaccination;762,0
antal;tests;alle;9;2022;16-19;Første vaccination;113,0
antal;tests;alle;9;2022;16-19;Anden vaccination;9976,0
antal;tests;alle;9;2022;16-19;Fuld effekt efter primært forløb;4654,0
antal;tests;alle;9;2022;16-19;Fuld effekt efter revaccination;5308,0
antal;tests;alle;8;2022;16-19;Ingen vaccination;922,0
antal;tests;alle;8;2022;16-19;Første vaccination;106,0
antal;tests;alle;8;2022;16-19;Anden vaccination;13108,0
antal;tests;alle;8;2022;16-19;Fuld effekt efter primært forløb;5646,0
antal;tests;alle;8;2022;16-19;Fuld effekt efter revaccination;7444,0
antal;tests;alle;7;2022;16-19;Ingen vaccination;1377,0
antal;tests;alle;7;2022;16-19;Første vaccination;182,0
antal;tests;alle;7;2022;16-19;Anden vaccination;20143,0
antal;tests;alle;7;2022;16-19;Fuld effekt efter primært forløb;9466,0
antal;tests;alle;7;2022;16-19;Fuld effekt efter revaccination;10645,0
antal;tests;alle;6;2022;16-19;Ingen vaccination;2632,0
antal;tests;alle;6;2022;16-19;Første vaccination;345,0
antal;tests;alle;6;2022;16-19;Anden vaccination;34447,0
antal;tests;alle;6;2022;16-19;Fuld effekt efter primært forløb;18021,0
antal;tests;alle;6;2022;16-19;Fuld effekt efter revaccination;16349,0
antal;tests;alle;5;2022;16-19;Ingen vaccination;2513,0
antal;tests;alle;5;2022;16-19;Første vaccination;314,0
antal;tests;alle;5;2022;16-19;Anden vaccination;33465,0
antal;tests;alle;5;2022;16-19;Fuld effekt efter primært forløb;20245,0
antal;tests;alle;5;2022;16-19;Fuld effekt efter revaccination;13110,0
antal;tests;alle;4;2022;16-19;Ingen vaccination;3892,0
antal;tests;alle;4;2022;16-19;Første vaccination;561,0
antal;tests;alle;4;2022;16-19;Anden vaccination;48331,0
antal;tests;alle;4;2022;16-19;Fuld effekt efter primært forløb;32056,0
antal;tests;alle;4;2022;16-19;Fuld effekt efter revaccination;16070,0
antal;tests;alle;3;2022;16-19;Ingen vaccination;4795,0
antal;tests;alle;3;2022;16-19;Første vaccination;728,0
antal;tests;alle;3;2022;16-19;Anden vaccination;61995,0
antal;tests;alle;3;2022;16-19;Fuld effekt efter primært forløb;46530,0
antal;tests;alle;3;2022;16-19;Fuld effekt efter revaccination;15060,0
antal;tests;alle;2;2022;16-19;Ingen vaccination;4715,0
antal;tests;alle;2;2022;16-19;Første vaccination;831,0
antal;tests;alle;2;2022;16-19;Anden vaccination;55674,0
antal;tests;alle;2;2022;16-19;Fuld effekt efter primært forløb;47045,0
antal;tests;alle;2;2022;16-19;Fuld effekt efter revaccination;8242,0
antal;tests;alle;1;2022;16-19;Ingen vaccination;5422,0
antal;tests;alle;1;2022;16-19;Første vaccination;1110,0
antal;tests;alle;1;2022;16-19;Anden vaccination;66456,0
antal;tests;alle;1;2022;16-19;Fuld effekt efter primært forløb;64620,0
antal;tests;alle;1;2022;16-19;Fuld effekt efter revaccination;1379,0
antal;tests;alle;52;2021;16-19;Ingen vaccination;3378,0
antal;tests;alle;52;2021;16-19;Første vaccination;852,0
antal;tests;alle;52;2021;16-19;Anden vaccination;45299,0
antal;tests;alle;52;2021;16-19;Fuld effekt efter primært forløb;44427,0
antal;tests;alle;52;2021;16-19;Fuld effekt efter revaccination;526,0
antal;tests;alle;51;2021;16-19;Ingen vaccination;3156,0
antal;tests;alle;51;2021;16-19;Første vaccination;894,0
antal;tests;alle;51;2021;16-19;Anden vaccination;52642,0
antal;tests;alle;51;2021;16-19;Fuld effekt efter primært forløb;51765,0
antal;tests;alle;51;2021;16-19;Fuld effekt efter revaccination;460,0
antal;tests;alle;50;2021;16-19;Ingen vaccination;4302,0
antal;tests;alle;50;2021;16-19;Første vaccination;1165,0
antal;tests;alle;50;2021;16-19;Anden vaccination;55019,0
antal;tests;alle;50;2021;16-19;Fuld effekt efter primært forløb;54192,0
antal;tests;alle;50;2021;16-19;Fuld effekt efter revaccination;419,0
antal;tests;alle;49;2021;16-19;Ingen vaccination;4537,0
antal;tests;alle;49;2021;16-19;Første vaccination;1073,0
antal;tests;alle;49;2021;16-19;Anden vaccination;41645,0
antal;tests;alle;49;2021;16-19;Fuld effekt efter primært forløb;41118,0
antal;tests;alle;49;2021;16-19;Fuld effekt efter revaccination;306,0
antal;tests;alle;48;2021;16-19;Ingen vaccination;5097,0
antal;tests;alle;48;2021;16-19;Første vaccination;1020,0
antal;tests;alle;48;2021;16-19;Anden vaccination;33926,0
antal;tests;alle;48;2021;16-19;Fuld effekt efter primært forløb;33599,0
antal;tests;alle;48;2021;16-19;Fuld effekt efter revaccination;197,0
antal;tests;alle;11;2022;20-29;Ingen vaccination;3338,0
antal;tests;alle;11;2022;20-29;Første vaccination;402,0
