"Prøvedato";"Region";"infected";"Antal borgere";"Type af tilfælde (reinfektion eller bekræftet tilfælde)";"type_count"
2021-07-04;Sjælland;1;838691;1.Reinfektion;1
2021-07-04;Sjælland;39;838691;2.Bekræftede tilfælde;2
2021-07-04;Syddanmark;0;1222852;1.Reinfektion;1
2021-07-04;Syddanmark;45;1222852;2.Bekræftede tilfælde;2
2021-07-05;Hovedstaden;5;1850799;1.Reinfektion;1
2021-07-05;Hovedstaden;307;1850799;2.Bekræftede tilfælde;2
2021-07-05;Midtjylland;5;1332546;1.Reinfektion;1
2021-07-05;Midtjylland;146;1332546;2.Bekræftede tilfælde;2
2021-07-05;Nordjylland;0;589573;1.Reinfektion;1
2021-07-05;Nordjylland;46;589573;2.Bekræftede tilfælde;2
2021-07-05;Sjælland;0;839284;1.Reinfektion;1
2021-07-05;Sjælland;58;839284;2.Bekræftede tilfælde;2
2021-07-05;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-05;Syddanmark;110;1223088;2.Bekræftede tilfælde;2
2021-07-06;Hovedstaden;6;1850799;1.Reinfektion;1
2021-07-06;Hovedstaden;346;1850799;2.Bekræftede tilfælde;2
2021-07-06;Midtjylland;5;1332546;1.Reinfektion;1
2021-07-06;Midtjylland;111;1332546;2.Bekræftede tilfælde;2
2021-07-06;Nordjylland;0;589573;1.Reinfektion;1
2021-07-06;Nordjylland;34;589573;2.Bekræftede tilfælde;2
2021-07-06;Sjælland;1;839284;1.Reinfektion;1
2021-07-06;Sjælland;50;839284;2.Bekræftede tilfælde;2
2021-07-06;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-06;Syddanmark;107;1223088;2.Bekræftede tilfælde;2
2021-07-07;Hovedstaden;6;1850799;1.Reinfektion;1
2021-07-07;Hovedstaden;293;1850799;2.Bekræftede tilfælde;2
2021-07-07;Midtjylland;0;1332546;1.Reinfektion;1
2021-07-07;Midtjylland;143;1332546;2.Bekræftede tilfælde;2
2021-07-07;Nordjylland;0;589573;1.Reinfektion;1
2021-07-07;Nordjylland;36;589573;2.Bekræftede tilfælde;2
2021-07-07;Sjælland;2;839284;1.Reinfektion;1
2021-07-07;Sjælland;55;839284;2.Bekræftede tilfælde;2
2021-07-07;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-07;Syddanmark;82;1223088;2.Bekræftede tilfælde;2
2021-07-08;Hovedstaden;10;1850799;1.Reinfektion;1
2021-07-08;Hovedstaden;265;1850799;2.Bekræftede tilfælde;2
2021-07-08;Midtjylland;0;1332546;1.Reinfektion;1
2021-07-08;Midtjylland;120;1332546;2.Bekræftede tilfælde;2
2021-07-08;Nordjylland;0;589573;1.Reinfektion;1
2021-07-08;Nordjylland;35;589573;2.Bekræftede tilfælde;2
2021-07-08;Sjælland;0;839284;1.Reinfektion;1
2021-07-08;Sjælland;53;839284;2.Bekræftede tilfælde;2
2021-07-08;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-08;Syddanmark;60;1223088;2.Bekræftede tilfælde;2
2021-07-09;Hovedstaden;7;1850799;1.Reinfektion;1
2021-07-09;Hovedstaden;297;1850799;2.Bekræftede tilfælde;2
2021-07-09;Midtjylland;0;1332546;1.Reinfektion;1
2021-07-09;Midtjylland;128;1332546;2.Bekræftede tilfælde;2
2021-07-09;Nordjylland;0;589573;1.Reinfektion;1
2021-07-09;Nordjylland;27;589573;2.Bekræftede tilfælde;2
2021-07-09;Sjælland;0;839284;1.Reinfektion;1
2021-07-09;Sjælland;48;839284;2.Bekræftede tilfælde;2
2021-07-09;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-09;Syddanmark;59;1223088;2.Bekræftede tilfælde;2
2021-07-10;Hovedstaden;4;1850799;1.Reinfektion;1
2021-07-10;Hovedstaden;349;1850799;2.Bekræftede tilfælde;2
2021-07-10;Midtjylland;0;1332546;1.Reinfektion;1
2021-07-10;Midtjylland;129;1332546;2.Bekræftede tilfælde;2
2021-07-10;Nordjylland;0;589573;1.Reinfektion;1
2021-07-10;Nordjylland;33;589573;2.Bekræftede tilfælde;2
2021-07-10;Sjælland;2;839284;1.Reinfektion;1
2021-07-10;Sjælland;60;839284;2.Bekræftede tilfælde;2
2021-07-10;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-10;Syddanmark;77;1223088;2.Bekræftede tilfælde;2
2021-07-11;Hovedstaden;8;1850799;1.Reinfektion;1
2021-07-11;Hovedstaden;476;1850799;2.Bekræftede tilfælde;2
2021-07-11;Midtjylland;1;1332546;1.Reinfektion;1
2021-07-11;Midtjylland;209;1332546;2.Bekræftede tilfælde;2
2021-07-11;Nordjylland;0;589573;1.Reinfektion;1
2021-07-11;Nordjylland;41;589573;2.Bekræftede tilfælde;2
2021-07-11;Sjælland;0;839284;1.Reinfektion;1
2021-07-11;Sjælland;63;839284;2.Bekræftede tilfælde;2
2021-07-11;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-11;Syddanmark;125;1223088;2.Bekræftede tilfælde;2
2021-07-12;Hovedstaden;9;1850799;1.Reinfektion;1
2021-07-12;Hovedstaden;568;1850799;2.Bekræftede tilfælde;2
2021-07-12;Midtjylland;2;1332546;1.Reinfektion;1
2021-07-12;Midtjylland;262;1332546;2.Bekræftede tilfælde;2
2021-07-12;Nordjylland;0;589573;1.Reinfektion;1
2021-07-12;Nordjylland;45;589573;2.Bekræftede tilfælde;2
2021-07-12;Sjælland;1;839284;1.Reinfektion;1
2021-07-12;Sjælland;83;839284;2.Bekræftede tilfælde;2
2021-07-12;Syddanmark;2;1223088;1.Reinfektion;1
2021-07-12;Syddanmark;140;1223088;2.Bekræftede tilfælde;2
2021-07-13;Hovedstaden;18;1850799;1.Reinfektion;1
2021-07-13;Hovedstaden;622;1850799;2.Bekræftede tilfælde;2
2021-07-13;Midtjylland;6;1332546;1.Reinfektion;1
2021-07-13;Midtjylland;265;1332546;2.Bekræftede tilfælde;2
2021-07-13;Nordjylland;0;589573;1.Reinfektion;1
2021-07-13;Nordjylland;52;589573;2.Bekræftede tilfælde;2
2021-07-13;Sjælland;0;839284;1.Reinfektion;1
2021-07-13;Sjælland;96;839284;2.Bekræftede tilfælde;2
2021-07-13;Syddanmark;3;1223088;1.Reinfektion;1
2021-07-13;Syddanmark;156;1223088;2.Bekræftede tilfælde;2
2021-07-14;Hovedstaden;5;1850799;1.Reinfektion;1
2021-07-14;Hovedstaden;607;1850799;2.Bekræftede tilfælde;2
2021-07-14;Midtjylland;1;1332546;1.Reinfektion;1
2021-07-14;Midtjylland;298;1332546;2.Bekræftede tilfælde;2
2021-07-14;Nordjylland;0;589573;1.Reinfektion;1
2021-07-14;Nordjylland;46;589573;2.Bekræftede tilfælde;2
2021-07-14;Sjælland;1;839284;1.Reinfektion;1
2021-07-14;Sjælland;102;839284;2.Bekræftede tilfælde;2
2021-07-14;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-14;Syddanmark;130;1223088;2.Bekræftede tilfælde;2
2021-07-15;Hovedstaden;7;1850799;1.Reinfektion;1
2021-07-15;Hovedstaden;549;1850799;2.Bekræftede tilfælde;2
2021-07-15;Midtjylland;0;1332546;1.Reinfektion;1
2021-07-15;Midtjylland;239;1332546;2.Bekræftede tilfælde;2
2021-07-15;Nordjylland;0;589573;1.Reinfektion;1
2021-07-15;Nordjylland;45;589573;2.Bekræftede tilfælde;2
2021-07-15;Sjælland;3;839284;1.Reinfektion;1
2021-07-15;Sjælland;74;839284;2.Bekræftede tilfælde;2
2021-07-15;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-15;Syddanmark;120;1223088;2.Bekræftede tilfælde;2
2021-07-16;Hovedstaden;5;1850799;1.Reinfektion;1
2021-07-16;Hovedstaden;401;1850799;2.Bekræftede tilfælde;2
2021-07-16;Midtjylland;2;1332546;1.Reinfektion;1
2021-07-16;Midtjylland;196;1332546;2.Bekræftede tilfælde;2
2021-07-16;Nordjylland;0;589573;1.Reinfektion;1
2021-07-16;Nordjylland;33;589573;2.Bekræftede tilfælde;2
2021-07-16;Sjælland;1;839284;1.Reinfektion;1
2021-07-16;Sjælland;80;839284;2.Bekræftede tilfælde;2
2021-07-16;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-16;Syddanmark;90;1223088;2.Bekræftede tilfælde;2
2021-07-17;Hovedstaden;4;1850799;1.Reinfektion;1
2021-07-17;Hovedstaden;383;1850799;2.Bekræftede tilfælde;2
2021-07-17;Midtjylland;1;1332546;1.Reinfektion;1
2021-07-17;Midtjylland;171;1332546;2.Bekræftede tilfælde;2
2021-07-17;Nordjylland;0;589573;1.Reinfektion;1
2021-07-17;Nordjylland;43;589573;2.Bekræftede tilfælde;2
2021-07-17;Sjælland;1;839284;1.Reinfektion;1
2021-07-17;Sjælland;73;839284;2.Bekræftede tilfælde;2
2021-07-17;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-17;Syddanmark;101;1223088;2.Bekræftede tilfælde;2
2021-07-18;Hovedstaden;7;1850799;1.Reinfektion;1
2021-07-18;Hovedstaden;320;1850799;2.Bekræftede tilfælde;2
2021-07-18;Midtjylland;3;1332546;1.Reinfektion;1
2021-07-18;Midtjylland;159;1332546;2.Bekræftede tilfælde;2
2021-07-18;Nordjylland;0;589573;1.Reinfektion;1
2021-07-18;Nordjylland;39;589573;2.Bekræftede tilfælde;2
2021-07-18;Sjælland;2;839284;1.Reinfektion;1
2021-07-18;Sjælland;89;839284;2.Bekræftede tilfælde;2
2021-07-18;Syddanmark;3;1223088;1.Reinfektion;1
2021-07-18;Syddanmark;100;1223088;2.Bekræftede tilfælde;2
2021-07-19;Hovedstaden;4;1850799;1.Reinfektion;1
2021-07-19;Hovedstaden;385;1850799;2.Bekræftede tilfælde;2
2021-07-19;Midtjylland;0;1332546;1.Reinfektion;1
2021-07-19;Midtjylland;237;1332546;2.Bekræftede tilfælde;2
2021-07-19;Nordjylland;0;589573;1.Reinfektion;1
2021-07-19;Nordjylland;60;589573;2.Bekræftede tilfælde;2
2021-07-19;Sjælland;0;839284;1.Reinfektion;1
2021-07-19;Sjælland;73;839284;2.Bekræftede tilfælde;2
2021-07-19;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-19;Syddanmark;94;1223088;2.Bekræftede tilfælde;2
2021-07-20;Hovedstaden;5;1850799;1.Reinfektion;1
2021-07-20;Hovedstaden;389;1850799;2.Bekræftede tilfælde;2
2021-07-20;Midtjylland;4;1332546;1.Reinfektion;1
2021-07-20;Midtjylland;193;1332546;2.Bekræftede tilfælde;2
2021-07-20;Nordjylland;0;589573;1.Reinfektion;1
2021-07-20;Nordjylland;35;589573;2.Bekræftede tilfælde;2
2021-07-20;Sjælland;1;839284;1.Reinfektion;1
2021-07-20;Sjælland;60;839284;2.Bekræftede tilfælde;2
2021-07-20;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-20;Syddanmark;121;1223088;2.Bekræftede tilfælde;2
2021-07-21;Hovedstaden;5;1850799;1.Reinfektion;1
2021-07-21;Hovedstaden;367;1850799;2.Bekræftede tilfælde;2
2021-07-21;Midtjylland;1;1332546;1.Reinfektion;1
2021-07-21;Midtjylland;199;1332546;2.Bekræftede tilfælde;2
2021-07-21;Nordjylland;0;589573;1.Reinfektion;1
2021-07-21;Nordjylland;60;589573;2.Bekræftede tilfælde;2
2021-07-21;Sjælland;1;839284;1.Reinfektion;1
2021-07-21;Sjælland;66;839284;2.Bekræftede tilfælde;2
2021-07-21;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-21;Syddanmark;100;1223088;2.Bekræftede tilfælde;2
2021-07-22;Hovedstaden;3;1850799;1.Reinfektion;1
2021-07-22;Hovedstaden;295;1850799;2.Bekræftede tilfælde;2
2021-07-22;Midtjylland;1;1332546;1.Reinfektion;1
2021-07-22;Midtjylland;181;1332546;2.Bekræftede tilfælde;2
2021-07-22;Nordjylland;1;589573;1.Reinfektion;1
2021-07-22;Nordjylland;49;589573;2.Bekræftede tilfælde;2
2021-07-22;Sjælland;0;839284;1.Reinfektion;1
2021-07-22;Sjælland;69;839284;2.Bekræftede tilfælde;2
2021-07-22;Syddanmark;2;1223088;1.Reinfektion;1
2021-07-22;Syddanmark;99;1223088;2.Bekræftede tilfælde;2
2021-07-23;Hovedstaden;6;1850799;1.Reinfektion;1
2021-07-23;Hovedstaden;296;1850799;2.Bekræftede tilfælde;2
2021-07-23;Midtjylland;3;1332546;1.Reinfektion;1
2021-07-23;Midtjylland;193;1332546;2.Bekræftede tilfælde;2
2021-07-23;Nordjylland;0;589573;1.Reinfektion;1
2021-07-23;Nordjylland;46;589573;2.Bekræftede tilfælde;2
2021-07-23;Sjælland;2;839284;1.Reinfektion;1
2021-07-23;Sjælland;61;839284;2.Bekræftede tilfælde;2
2021-07-23;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-23;Syddanmark;124;1223088;2.Bekræftede tilfælde;2
2021-07-24;Hovedstaden;5;1850799;1.Reinfektion;1
2021-07-24;Hovedstaden;263;1850799;2.Bekræftede tilfælde;2
2021-07-24;Midtjylland;2;1332546;1.Reinfektion;1
2021-07-24;Midtjylland;182;1332546;2.Bekræftede tilfælde;2
2021-07-24;Nordjylland;0;589573;1.Reinfektion;1
2021-07-24;Nordjylland;58;589573;2.Bekræftede tilfælde;2
2021-07-24;Sjælland;0;839284;1.Reinfektion;1
2021-07-24;Sjælland;49;839284;2.Bekræftede tilfælde;2
2021-07-24;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-24;Syddanmark;76;1223088;2.Bekræftede tilfælde;2
2021-07-25;Hovedstaden;6;1850799;1.Reinfektion;1
2021-07-25;Hovedstaden;342;1850799;2.Bekræftede tilfælde;2
2021-07-25;Midtjylland;1;1332546;1.Reinfektion;1
2021-07-25;Midtjylland;199;1332546;2.Bekræftede tilfælde;2
2021-07-25;Nordjylland;0;589573;1.Reinfektion;1
2021-07-25;Nordjylland;55;589573;2.Bekræftede tilfælde;2
2021-07-25;Sjælland;1;839284;1.Reinfektion;1
2021-07-25;Sjælland;52;839284;2.Bekræftede tilfælde;2
2021-07-25;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-25;Syddanmark;115;1223088;2.Bekræftede tilfælde;2
2021-07-26;Hovedstaden;7;1850799;1.Reinfektion;1
2021-07-26;Hovedstaden;399;1850799;2.Bekræftede tilfælde;2
2021-07-26;Midtjylland;2;1332546;1.Reinfektion;1
2021-07-26;Midtjylland;274;1332546;2.Bekræftede tilfælde;2
2021-07-26;Nordjylland;0;589573;1.Reinfektion;1
2021-07-26;Nordjylland;108;589573;2.Bekræftede tilfælde;2
2021-07-26;Sjælland;1;839284;1.Reinfektion;1
2021-07-26;Sjælland;89;839284;2.Bekræftede tilfælde;2
2021-07-26;Syddanmark;2;1223088;1.Reinfektion;1
2021-07-26;Syddanmark;147;1223088;2.Bekræftede tilfælde;2
2021-07-27;Hovedstaden;7;1850799;1.Reinfektion;1
2021-07-27;Hovedstaden;392;1850799;2.Bekræftede tilfælde;2
2021-07-27;Midtjylland;4;1332546;1.Reinfektion;1
2021-07-27;Midtjylland;249;1332546;2.Bekræftede tilfælde;2
2021-07-27;Nordjylland;1;589573;1.Reinfektion;1
2021-07-27;Nordjylland;125;589573;2.Bekræftede tilfælde;2
2021-07-27;Sjælland;0;839284;1.Reinfektion;1
2021-07-27;Sjælland;71;839284;2.Bekræftede tilfælde;2
2021-07-27;Syddanmark;2;1223088;1.Reinfektion;1
2021-07-27;Syddanmark;115;1223088;2.Bekræftede tilfælde;2
2021-07-28;Hovedstaden;9;1850799;1.Reinfektion;1
2021-07-28;Hovedstaden;373;1850799;2.Bekræftede tilfælde;2
2021-07-28;Midtjylland;3;1332546;1.Reinfektion;1
2021-07-28;Midtjylland;214;1332546;2.Bekræftede tilfælde;2
2021-07-28;Nordjylland;1;589573;1.Reinfektion;1
2021-07-28;Nordjylland;160;589573;2.Bekræftede tilfælde;2
2021-07-28;Sjælland;2;839284;1.Reinfektion;1
2021-07-28;Sjælland;67;839284;2.Bekræftede tilfælde;2
2021-07-28;Syddanmark;1;1223088;1.Reinfektion;1
2021-07-28;Syddanmark;155;1223088;2.Bekræftede tilfælde;2
2021-07-29;Hovedstaden;7;1850799;1.Reinfektion;1
2021-07-29;Hovedstaden;308;1850799;2.Bekræftede tilfælde;2
2021-07-29;Midtjylland;4;1332546;1.Reinfektion;1
2021-07-29;Midtjylland;221;1332546;2.Bekræftede tilfælde;2
2021-07-29;Nordjylland;1;589573;1.Reinfektion;1
2021-07-29;Nordjylland;126;589573;2.Bekræftede tilfælde;2
2021-07-29;Sjælland;0;839284;1.Reinfektion;1
2021-07-29;Sjælland;61;839284;2.Bekræftede tilfælde;2
2021-07-29;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-29;Syddanmark;159;1223088;2.Bekræftede tilfælde;2
2021-07-30;Hovedstaden;16;1850799;1.Reinfektion;1
2021-07-30;Hovedstaden;330;1850799;2.Bekræftede tilfælde;2
2021-07-30;Midtjylland;3;1332546;1.Reinfektion;1
2021-07-30;Midtjylland;209;1332546;2.Bekræftede tilfælde;2
2021-07-30;Nordjylland;0;589573;1.Reinfektion;1
2021-07-30;Nordjylland;89;589573;2.Bekræftede tilfælde;2
2021-07-30;Sjælland;1;839284;1.Reinfektion;1
2021-07-30;Sjælland;77;839284;2.Bekræftede tilfælde;2
2021-07-30;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-30;Syddanmark;122;1223088;2.Bekræftede tilfælde;2
2021-07-31;Hovedstaden;9;1850799;1.Reinfektion;1
2021-07-31;Hovedstaden;282;1850799;2.Bekræftede tilfælde;2
2021-07-31;Midtjylland;2;1332546;1.Reinfektion;1
2021-07-31;Midtjylland;178;1332546;2.Bekræftede tilfælde;2
2021-07-31;Nordjylland;0;589573;1.Reinfektion;1
2021-07-31;Nordjylland;115;589573;2.Bekræftede tilfælde;2
2021-07-31;Sjælland;0;839284;1.Reinfektion;1
2021-07-31;Sjælland;55;839284;2.Bekræftede tilfælde;2
2021-07-31;Syddanmark;0;1223088;1.Reinfektion;1
2021-07-31;Syddanmark;109;1223088;2.Bekræftede tilfælde;2
2021-08-01;Hovedstaden;10;1850799;1.Reinfektion;1
2021-08-01;Hovedstaden;326;1850799;2.Bekræftede tilfælde;2
2021-08-01;Midtjylland;1;1332546;1.Reinfektion;1
2021-08-01;Midtjylland;180;1332546;2.Bekræftede tilfælde;2
2021-08-01;Nordjylland;0;589573;1.Reinfektion;1
2021-08-01;Nordjylland;115;589573;2.Bekræftede tilfælde;2
2021-08-01;Sjælland;2;839284;1.Reinfektion;1
2021-08-01;Sjælland;75;839284;2.Bekræftede tilfælde;2
2021-08-01;Syddanmark;1;1223088;1.Reinfektion;1
2021-08-01;Syddanmark;126;1223088;2.Bekræftede tilfælde;2
2021-08-02;Hovedstaden;6;1851315;1.Reinfektion;1
2021-08-02;Hovedstaden;334;1851315;2.Bekræftede tilfælde;2
2021-08-02;Midtjylland;3;1333208;1.Reinfektion;1
2021-08-02;Midtjylland;227;1333208;2.Bekræftede tilfælde;2
2021-08-02;Nordjylland;1;589786;1.Reinfektion;1
2021-08-02;Nordjylland;113;589786;2.Bekræftede tilfælde;2
2021-08-02;Sjælland;0;840125;1.Reinfektion;1
2021-08-02;Sjælland;78;840125;2.Bekræftede tilfælde;2
2021-08-02;Syddanmark;4;1223372;1.Reinfektion;1
2021-08-02;Syddanmark;144;1223372;2.Bekræftede tilfælde;2
2021-08-03;Hovedstaden;5;1851315;1.Reinfektion;1
2021-08-03;Hovedstaden;301;1851315;2.Bekræftede tilfælde;2
2021-08-03;Midtjylland;6;1333208;1.Reinfektion;1
2021-08-03;Midtjylland;239;1333208;2.Bekræftede tilfælde;2
2021-08-03;Nordjylland;3;589786;1.Reinfektion;1
2021-08-03;Nordjylland;86;589786;2.Bekræftede tilfælde;2
2021-08-03;Sjælland;1;840125;1.Reinfektion;1
2021-08-03;Sjælland;92;840125;2.Bekræftede tilfælde;2
2021-08-03;Syddanmark;3;1223372;1.Reinfektion;1
2021-08-03;Syddanmark;149;1223372;2.Bekræftede tilfælde;2
2021-08-04;Hovedstaden;7;1851315;1.Reinfektion;1
2021-08-04;Hovedstaden;346;1851315;2.Bekræftede tilfælde;2
2021-08-04;Midtjylland;2;1333208;1.Reinfektion;1
2021-08-04;Midtjylland;213;1333208;2.Bekræftede tilfælde;2
2021-08-04;Nordjylland;1;589786;1.Reinfektion;1
2021-08-04;Nordjylland;112;589786;2.Bekræftede tilfælde;2
2021-08-04;Sjælland;2;840125;1.Reinfektion;1
2021-08-04;Sjælland;67;840125;2.Bekræftede tilfælde;2
2021-08-04;Syddanmark;1;1223372;1.Reinfektion;1
2021-08-04;Syddanmark;171;1223372;2.Bekræftede tilfælde;2
2021-08-05;Hovedstaden;6;1851315;1.Reinfektion;1
2021-08-05;Hovedstaden;351;1851315;2.Bekræftede tilfælde;2
2021-08-05;Midtjylland;0;1333208;1.Reinfektion;1
2021-08-05;Midtjylland;200;1333208;2.Bekræftede tilfælde;2
2021-08-05;Nordjylland;2;589786;1.Reinfektion;1
2021-08-05;Nordjylland;120;589786;2.Bekræftede tilfælde;2
2021-08-05;Sjælland;0;840125;1.Reinfektion;1
2021-08-05;Sjælland;73;840125;2.Bekræftede tilfælde;2
2021-08-05;Syddanmark;1;1223372;1.Reinfektion;1
2021-08-05;Syddanmark;177;1223372;2.Bekræftede tilfælde;2
2021-08-06;Hovedstaden;4;1851315;1.Reinfektion;1
2021-08-06;Hovedstaden;367;1851315;2.Bekræftede tilfælde;2
2021-08-06;Midtjylland;3;1333208;1.Reinfektion;1
2021-08-06;Midtjylland;202;1333208;2.Bekræftede tilfælde;2
2021-08-06;Nordjylland;3;589786;1.Reinfektion;1
2021-08-06;Nordjylland;109;589786;2.Bekræftede tilfælde;2
2021-08-06;Sjælland;0;840125;1.Reinfektion;1
2021-08-06;Sjælland;87;840125;2.Bekræftede tilfælde;2
2021-08-06;Syddanmark;0;1223372;1.Reinfektion;1
2021-08-06;Syddanmark;139;1223372;2.Bekræftede tilfælde;2
2021-08-07;Hovedstaden;14;1851315;1.Reinfektion;1
2021-08-07;Hovedstaden;371;1851315;2.Bekræftede tilfælde;2
2021-08-07;Midtjylland;3;1333208;1.Reinfektion;1
2021-08-07;Midtjylland;187;1333208;2.Bekræftede tilfælde;2
2021-08-07;Nordjylland;1;589786;1.Reinfektion;1
2021-08-07;Nordjylland;89;589786;2.Bekræftede tilfælde;2
2021-08-07;Sjælland;0;840125;1.Reinfektion;1
2021-08-07;Sjælland;60;840125;2.Bekræftede tilfælde;2
2021-08-07;Syddanmark;1;1223372;1.Reinfektion;1
2021-08-07;Syddanmark;124;1223372;2.Bekræftede tilfælde;2
2021-08-08;Hovedstaden;9;1851315;1.Reinfektion;1
2021-08-08;Hovedstaden;386;1851315;2.Bekræftede tilfælde;2
2021-08-08;Midtjylland;4;1333208;1.Reinfektion;1
2021-08-08;Midtjylland;227;1333208;2.Bekræftede tilfælde;2
2021-08-08;Nordjylland;0;589786;1.Reinfektion;1
2021-08-08;Nordjylland;115;589786;2.Bekræftede tilfælde;2
2021-08-08;Sjælland;1;840125;1.Reinfektion;1
2021-08-08;Sjælland;86;840125;2.Bekræftede tilfælde;2
2021-08-08;Syddanmark;1;1223372;1.Reinfektion;1
2021-08-08;Syddanmark;154;1223372;2.Bekræftede tilfælde;2
2021-08-09;Hovedstaden;7;1851315;1.Reinfektion;1
2021-08-09;Hovedstaden;466;1851315;2.Bekræftede tilfælde;2
2021-08-09;Midtjylland;3;1333208;1.Reinfektion;1
2021-08-09;Midtjylland;197;1333208;2.Bekræftede tilfælde;2
2021-08-09;Nordjylland;3;589786;1.Reinfektion;1
2021-08-09;Nordjylland;118;589786;2.Bekræftede tilfælde;2
2021-08-09;Sjælland;5;840125;1.Reinfektion;1
2021-08-09;Sjælland;121;840125;2.Bekræftede tilfælde;2
2021-08-09;Syddanmark;4;1223372;1.Reinfektion;1
2021-08-09;Syddanmark;173;1223372;2.Bekræftede tilfælde;2
2021-08-10;Hovedstaden;13;1851315;1.Reinfektion;1
2021-08-10;Hovedstaden;408;1851315;2.Bekræftede tilfælde;2
2021-08-10;Midtjylland;5;1333208;1.Reinfektion;1
2021-08-10;Midtjylland;253;1333208;2.Bekræftede tilfælde;2
2021-08-10;Nordjylland;3;589786;1.Reinfektion;1
2021-08-10;Nordjylland;112;589786;2.Bekræftede tilfælde;2
2021-08-10;Sjælland;0;840125;1.Reinfektion;1
2021-08-10;Sjælland;109;840125;2.Bekræftede tilfælde;2
2021-08-10;Syddanmark;2;1223372;1.Reinfektion;1
2021-08-10;Syddanmark;177;1223372;2.Bekræftede tilfælde;2
2021-08-11;Hovedstaden;10;1851315;1.Reinfektion;1
2021-08-11;Hovedstaden;386;1851315;2.Bekræftede tilfælde;2
2021-08-11;Midtjylland;4;1333208;1.Reinfektion;1
2021-08-11;Midtjylland;231;1333208;2.Bekræftede tilfælde;2
2021-08-11;Nordjylland;1;589786;1.Reinfektion;1
2021-08-11;Nordjylland;102;589786;2.Bekræftede tilfælde;2
2021-08-11;Sjælland;0;840125;1.Reinfektion;1
2021-08-11;Sjælland;123;840125;2.Bekræftede tilfælde;2
2021-08-11;Syddanmark;0;1223372;1.Reinfektion;1
2021-08-11;Syddanmark;133;1223372;2.Bekræftede tilfælde;2
2021-08-12;Hovedstaden;7;1851315;1.Reinfektion;1
2021-08-12;Hovedstaden;374;1851315;2.Bekræftede tilfælde;2
2021-08-12;Midtjylland;5;1333208;1.Reinfektion;1
2021-08-12;Midtjylland;252;1333208;2.Bekræftede tilfælde;2
2021-08-12;Nordjylland;0;589786;1.Reinfektion;1
2021-08-12;Nordjylland;110;589786;2.Bekræftede tilfælde;2
2021-08-12;Sjælland;0;840125;1.Reinfektion;1
2021-08-12;Sjælland;112;840125;2.Bekræftede tilfælde;2
2021-08-12;Syddanmark;0;1223372;1.Reinfektion;1
2021-08-12;Syddanmark;142;1223372;2.Bekræftede tilfælde;2
2021-08-13;Hovedstaden;7;1851315;1.Reinfektion;1
2021-08-13;Hovedstaden;391;1851315;2.Bekræftede tilfælde;2
2021-08-13;Midtjylland;3;1333208;1.Reinfektion;1
2021-08-13;Midtjylland;204;1333208;2.Bekræftede tilfælde;2
2021-08-13;Nordjylland;0;589786;1.Reinfektion;1
2021-08-13;Nordjylland;104;589786;2.Bekræftede tilfælde;2
2021-08-13;Sjælland;1;840125;1.Reinfektion;1
2021-08-13;Sjælland;123;840125;2.Bekræftede tilfælde;2
2021-08-13;Syddanmark;3;1223372;1.Reinfektion;1
2021-08-13;Syddanmark;130;1223372;2.Bekræftede tilfælde;2
2021-08-14;Hovedstaden;10;1851315;1.Reinfektion;1
2021-08-14;Hovedstaden;320;1851315;2.Bekræftede tilfælde;2
2021-08-14;Midtjylland;3;1333208;1.Reinfektion;1
2021-08-14;Midtjylland;197;1333208;2.Bekræftede tilfælde;2
2021-08-14;Nordjylland;1;589786;1.Reinfektion;1
2021-08-14;Nordjylland;77;589786;2.Bekræftede tilfælde;2
2021-08-14;Sjælland;3;840125;1.Reinfektion;1
2021-08-14;Sjælland;73;840125;2.Bekræftede tilfælde;2
2021-08-14;Syddanmark;3;1223372;1.Reinfektion;1
2021-08-14;Syddanmark;147;1223372;2.Bekræftede tilfælde;2
2021-08-15;Hovedstaden;7;1851315;1.Reinfektion;1
2021-08-15;Hovedstaden;388;1851315;2.Bekræftede tilfælde;2
2021-08-15;Midtjylland;3;1333208;1.Reinfektion;1
2021-08-15;Midtjylland;240;1333208;2.Bekræftede tilfælde;2
2021-08-15;Nordjylland;0;589786;1.Reinfektion;1
2021-08-15;Nordjylland;67;589786;2.Bekræftede tilfælde;2
2021-08-15;Sjælland;1;840125;1.Reinfektion;1
