"Country","Response_measure","date_start","date_end"
"Luxembourg","StayHomeOrder",2020-03-18,2020-04-19
"Luxembourg","StayHomeOrderPartial",2020-04-20,2020-05-11
"Luxembourg","StayHomeOrderPartial",2020-10-30,NA
"Luxembourg","StayHomeRiskG",2020-03-12,NA
"Luxembourg","Teleworking",2020-03-13,NA
"Malta","BanOnAllEvents",2020-03-13,NA
"Malta","ClosDaycare",2020-03-13,2020-06-30
"Malta","ClosHigh",2020-03-13,2020-06-30
"Malta","ClosPrim",2020-03-13,2020-06-30
"Malta","ClosPubAny",2020-03-18,2020-05-21
"Malta","ClosPubAnyPartial",2020-05-22,NA
"Malta","ClosSec",2020-03-13,2020-06-30
"Malta","EntertainmentVenues",2020-03-18,2020-05-21
"Malta","EntertainmentVenuesPartial",2020-08-17,NA
"Malta","GymsSportsCentres",2020-03-18,2020-06-02
"Malta","GymsSportsCentresPartial",2020-06-03,NA
"Malta","MasksMandatoryAllSpaces",2020-11-18,NA
"Malta","MasksMandatoryClosedSpaces",2020-05-22,2020-10-17
"Malta","MassGather50",2020-03-13,NA
"Malta","MassGatherAll",2020-03-13,NA
"Malta","NonEssentialShops",2020-03-23,2020-05-21
"Malta","NonEssentialShopsPartial",2020-05-22,NA
"Malta","PlaceOfWorshipPartial",2020-08-20,NA
"Malta","RestaurantsCafes",2020-03-18,2020-05-21
"Malta","RestaurantsCafesPartial",2020-05-22,NA
"Malta","StayHomeRiskG",2020-03-28,NA
"Malta","Teleworking",2020-05-08,NA
"Netherlands","AdaptationOfWorkplace",2020-03-25,NA
"Netherlands","BanOnAllEvents",2020-03-23,2020-05-31
"Netherlands","BanOnAllEvents",2020-11-04,NA
"Netherlands","BanOnAllEventsPartial",2020-10-14,2020-11-03
"Netherlands","ClosDaycare",2020-03-16,2020-05-10
"Netherlands","ClosDaycare",2020-12-16,2021-02-07
"Netherlands","ClosDaycarePartial",2020-06-08,2020-07-01
"Netherlands","ClosHigh",2020-03-12,2020-06-14
"Netherlands","ClosHigh",2020-12-16,NA
"Netherlands","ClosHighPartial",2020-06-15,2020-09-01
"Netherlands","ClosPrim",2020-03-16,2020-05-10
"Netherlands","ClosPrim",2020-12-16,2021-02-07
"Netherlands","ClosPrimPartial",2020-05-11,2020-06-08
"Netherlands","ClosPubAny",2020-12-15,NA
"Netherlands","ClosPubAnyPartial",2020-03-12,2020-12-14
"Netherlands","ClosSec",2020-03-16,2020-06-01
"Netherlands","ClosSec",2020-12-16,NA
"Netherlands","ClosSecPartial",2020-06-02,2020-06-30
"Netherlands","ClosureOfPublicTransportPartial",2020-03-12,2020-05-31
"Netherlands","EntertainmentVenues",2020-03-12,2020-05-31
"Netherlands","EntertainmentVenues",2020-11-04,NA
"Netherlands","EntertainmentVenuesPartial",2020-06-01,2020-11-03
"Netherlands","GymsSportsCentres",2020-03-16,2020-04-28
"Netherlands","GymsSportsCentres",2020-12-15,NA
"Netherlands","GymsSportsCentresPartial",2020-04-29,2020-06-30
"Netherlands","GymsSportsCentresPartial",2020-10-14,2020-12-14
"Netherlands","IndoorOver100",2020-03-12,2020-03-22
"Netherlands","IndoorOver100",2020-06-01,2020-09-28
"Netherlands","IndoorOver50",2020-09-29,2020-10-13
"Netherlands","MasksMandatoryClosedSpaces",2020-12-01,NA
"Netherlands","MasksMandatoryClosedSpacesPartial",2020-06-01,2020-10-04
"Netherlands","MasksVoluntaryClosedSpacesPartial",2020-10-05,2020-11-30
"Netherlands","MassGather50",2020-03-23,2020-05-31
"Netherlands","MassGather50",2020-09-29,2020-10-13
"Netherlands","MassGather50",2020-11-04,NA
"Netherlands","MassGather50Partial",2020-10-14,2020-11-03
"Netherlands","MassGatherAll",2020-03-12,2020-06-30
"Netherlands","MassGatherAll",2020-09-29,2020-10-13
"Netherlands","MassGatherAll",2020-11-04,NA
"Netherlands","MassGatherAllPartial",2020-07-01,2020-09-28
"Netherlands","MassGatherAllPartial",2020-10-14,2020-11-03
"Netherlands","NonEssentialShops",2020-12-15,NA
"Netherlands","OutdoorOver100",2020-03-12,2020-03-22
"Netherlands","OutdoorOver50",2020-09-29,2020-10-13
"Netherlands","OutdoorOver500",2020-07-01,2020-09-28
"Netherlands","PlaceOfWorship",2020-03-16,2020-05-31
"Netherlands","PlaceOfWorshipPartial",2020-06-01,2020-06-30
"Netherlands","PrivateGatheringRestrictions",2020-03-23,2020-06-30
"Netherlands","PrivateGatheringRestrictions",2020-08-18,NA
"Netherlands","RestaurantsCafes",2020-03-15,2020-05-31
"Netherlands","RestaurantsCafes",2020-10-14,NA
"Netherlands","RestaurantsCafesPartial",2020-06-01,2020-06-30
"Netherlands","RestaurantsCafesPartial",2020-09-29,2020-10-13
"Netherlands","StayHomeGen",2020-03-18,2020-05-10
"Netherlands","StayHomeGen",2020-12-15,2021-01-22
"Netherlands","StayHomeGenPartial",2020-05-11,2020-06-01
"Netherlands","StayHomeGenPartial",2020-11-04,2020-12-14
"Netherlands","StayHomeOrderPartial",2021-01-23,NA
"Netherlands","StayHomeRiskG",2020-03-13,2020-06-26
"Netherlands","Teleworking",2020-03-12,2020-05-31
"Netherlands","Teleworking",2020-08-18,NA
"Netherlands","TeleworkingPartial",2020-06-01,2020-08-17
"Netherlands","WorkplaceClosures",2020-03-23,2020-05-10
"Netherlands","WorkplaceClosures",2020-12-15,NA
"Norway","BanOnAllEvents",2020-03-12,2020-05-06
"Norway","ClosDaycare",2020-03-12,2020-04-20
"Norway","ClosHigh",2020-03-12,2020-06-14
"Norway","ClosHigh",2021-01-04,NA
"Norway","ClosHighPartial",2020-11-09,2021-01-03
"Norway","ClosPrim",2020-03-12,2020-04-26
"Norway","ClosPubAny",2020-03-12,2020-05-31
"Norway","ClosPubAnyPartial",2020-06-01,NA
"Norway","ClosSec",2020-03-12,2020-05-11
"Norway","ClosSecPartial",2021-01-04,2021-01-17
"Norway","EntertainmentVenues",2020-03-12,2020-05-31
"Norway","EntertainmentVenuesPartial",2020-06-01,2021-01-03
"Norway","GymsSportsCentres",2020-03-12,2020-05-14
"Norway","GymsSportsCentres",2021-01-03,2021-01-17
"Norway","GymsSportsCentresPartial",2021-01-18,NA
"Norway","IndoorOver50",2020-05-07,2020-06-14
"Norway","IndoorOver500",2020-06-15,NA
"Norway","MasksVoluntaryAllSpaces",2020-08-14,NA
"Norway","MassGather50",2020-03-12,2020-06-14
"Norway","MassGatherAll",2020-03-12,2020-06-14
"Norway","MassGatherAll",2020-10-12,NA
"Norway","MassGatherAllPartial",2020-06-15,2020-10-11
"Norway","OutdoorOver50",2020-05-07,2020-06-14
"Norway","OutdoorOver500",2020-06-15,NA
"Norway","PrivateGatheringRestrictions",2020-06-02,NA
"Norway","RestaurantsCafes",2020-03-12,2020-05-31
"Norway","RestaurantsCafesPartial",2020-06-01,NA
"Norway","StayHomeGen",2020-11-09,NA
"Norway","StayHomeRiskG",2020-03-12,2020-06-01
"Norway","Teleworking",2020-03-10,NA
"Poland","AdaptationOfWorkplace",2020-04-02,NA
"Poland","BanOnAllEvents",2020-11-07,2021-02-11
"Poland","BanOnAllEventsPartial",2020-07-17,2020-08-06
"Poland","ClosDaycare",2020-03-12,2020-05-06
"Poland","ClosHigh",2020-03-12,2020-05-24
"Poland","ClosHighPartial",2020-05-25,2020-08-31
"Poland","ClosHighPartial",2020-10-01,NA
"Poland","ClosPrim",2020-03-12,2020-05-24
"Poland","ClosPrim",2020-11-10,2021-01-17
"Poland","ClosPrimPartial",2020-05-25,2020-06-30
"Poland","ClosPrimPartial",2020-10-24,2020-11-09
"Poland","ClosPrimPartial",2021-01-18,2021-02-14
"Poland","ClosPubAny",2020-03-14,2020-03-14
"Poland","ClosPubAnyPartial",2020-03-15,NA
"Poland","ClosSec",2020-03-12,2020-05-24
"Poland","ClosSec",2020-10-24,NA
"Poland","ClosSecPartial",2020-05-25,2020-06-30
"Poland","ClosSecPartial",2020-09-01,2020-10-23
"Poland","ClosureOfPublicTransportPartial",2020-03-15,2021-02-14
"Poland","EntertainmentVenues",2020-03-14,2020-06-06
"Poland","EntertainmentVenues",2020-10-24,2021-01-31
"Poland","EntertainmentVenuesPartial",2020-06-07,2020-10-16
"Poland","EntertainmentVenuesPartial",2021-02-01,NA
"Poland","GymsSportsCentres",2020-03-14,2020-06-04
"Poland","GymsSportsCentres",2020-10-17,2021-02-14
"Poland","GymsSportsCentresPartial",2020-06-05,2020-08-06
"Poland","HotelsOtherAccommodation",2020-03-14,2020-05-04
"Poland","HotelsOtherAccommodationPartial",2020-10-24,NA
"Poland","IndoorOver100",2020-08-07,2020-10-22
"Poland","IndoorOver50",2020-03-14,2020-05-03
"Poland","IndoorOver50",2020-10-23,2020-11-06
"Poland","IndoorOver500",2020-03-10,2020-03-13
"Poland","MasksMandatoryAllSpaces",2020-04-16,2020-05-29
"Poland","MasksMandatoryAllSpaces",2020-10-10,NA
"Poland","MasksMandatoryClosedSpacesPartial",2020-05-30,2020-09-18
"Poland","MassGather50",2020-03-14,2020-05-29
"Poland","MassGather50",2020-10-23,2021-02-11
"Poland","MassGather50Partial",2020-07-17,2020-08-06
"Poland","MassGatherAll",2020-03-10,2020-06-18
"Poland","MassGatherAll",2020-10-17,2021-02-11
"Poland","MassGatherAllPartial",2020-06-19,2020-10-16
"Poland","NonEssentialShops",2020-03-14,2020-05-17
"Poland","NonEssentialShops",2020-11-07,2021-01-31
"Poland","NonEssentialShopsPartial",2021-02-01,2021-02-14
"Poland","OutdoorOver100",2020-05-30,2020-07-16
"Poland","OutdoorOver50",2020-03-14,2020-05-29
"Poland","OutdoorOver500",2020-08-07,2020-10-10
"Poland","PlaceOfWorshipPartial",2020-04-19,2020-05-30
"Poland","PlaceOfWorshipPartial",2020-08-09,2021-02-14
"Poland","PrivateGatheringRestrictions",2020-04-02,2020-05-29
"Poland","PrivateGatheringRestrictions",2020-10-17,2021-02-14
"Poland","RestaurantsCafes",2020-03-14,2020-05-17
"Poland","RestaurantsCafes",2020-10-24,2021-02-14
"Poland","RestaurantsCafesPartial",2020-05-18,2020-05-29
"Poland","StayHomeGen",2020-04-19,2020-05-04
"Poland","StayHomeOrder",2020-03-24,2020-04-18
"Poland","StayHomeRiskG",2020-03-08,NA
"Poland","Teleworking",2020-03-08,NA
"Portugal","BanOnAllEvents",2020-05-04,2020-11-11
"Portugal","ClosDaycare",2020-03-16,2020-05-17
"Portugal","ClosDaycare",2021-01-22,2021-02-14
"Portugal","ClosDaycarePartial",2020-05-18,2020-05-31
"Portugal","ClosHigh",2020-03-16,2020-05-17
"Portugal","ClosHigh",2021-01-22,2021-02-14
"Portugal","ClosHighPartial",2020-05-18,2020-09-07
"Portugal","ClosPrim",2020-03-16,2020-09-14
"Portugal","ClosPrim",2021-01-22,2021-02-14
"Portugal","ClosPubAny",2020-03-13,2020-03-17
"Portugal","ClosPubAnyPartial",2020-03-18,NA
"Portugal","ClosSec",2020-03-16,2020-05-17
"Portugal","ClosSec",2021-01-22,2021-02-14
"Portugal","ClosSecPartial",2020-05-18,2020-09-14
"Portugal","ClosureOfPublicTransportPartial",2020-03-18,NA
"Portugal","EntertainmentVenues",2020-03-13,2020-05-17
"Portugal","EntertainmentVenues",2021-01-15,2021-02-14
"Portugal","EntertainmentVenuesPartial",2020-05-18,2020-06-01
"Portugal","EntertainmentVenuesPartial",2020-11-24,2021-01-14
"Portugal","GymsSportsCentres",2020-03-15,2020-05-03
"Portugal","GymsSportsCentres",2021-01-15,2021-02-14
"Portugal","GymsSportsCentresPartial",2020-05-04,2020-11-21
"Portugal","IndoorOver100",2020-03-15,2020-05-03
"Portugal","MasksMandatoryAllSpaces",2020-10-28,NA
"Portugal","MasksMandatoryClosedSpaces",2020-05-04,2020-10-27
"Portugal","MasksVoluntaryAllSpaces",2020-10-15,2020-10-27
"Portugal","MassGather50",2020-05-04,2020-11-11
"Portugal","MassGatherAll",2020-03-15,2020-11-11
"Portugal","NonEssentialShops",2020-03-15,2020-05-03
"Portugal","NonEssentialShops",2021-01-15,2021-02-14
"Portugal","NonEssentialShopsPartial",2020-05-04,2020-11-23
"Portugal","OutdoorOver100",2020-03-15,2020-05-03
"Portugal","PlaceOfWorship",2020-03-13,2020-05-30
"Portugal","PrivateGatheringRestrictions",2020-05-03,NA
"Portugal","RegionalStayHomeOrder",2020-04-02,2020-05-03
"Portugal","RestaurantsCafes",2020-03-15,2020-05-17
"Portugal","RestaurantsCafes",2020-11-24,2021-02-14
"Portugal","RestaurantsCafesPartial",2020-05-18,2020-11-23
"Portugal","StayHomeGen",2020-03-19,2020-05-02
"Portugal","StayHomeOrder",2021-01-15,2021-02-14
"Portugal","StayHomeRiskG",2020-03-18,2020-05-02
"Portugal","Teleworking",2020-03-16,2020-05-31
"Portugal","Teleworking",2021-01-15,2021-02-14
"Portugal","TeleworkingPartial",2020-06-01,2020-10-22
"Romania","AdaptationOfWorkplace",2020-03-16,NA
"Romania","ClosDaycare",2020-03-16,2020-06-14
"Romania","ClosDaycarePartial",2020-06-15,2020-09-14
"Romania","ClosHigh",2020-03-16,2020-06-14
"Romania","ClosHighPartial",2020-08-31,NA
"Romania","ClosPrim",2020-03-16,2020-06-14
"Romania","ClosPrim",2020-11-09,2020-12-23
"Romania","ClosPrim",2021-01-11,2021-02-07
"Romania","ClosPrimPartial",2020-06-15,2020-09-14
"Romania","ClosPubAny",2020-03-18,2020-05-13
"Romania","ClosPubAnyPartial",2020-05-14,NA
"Romania","ClosSec",2020-03-16,2020-06-01
"Romania","ClosSec",2020-11-09,2020-12-23
"Romania","ClosSec",2021-01-11,2021-02-07
"Romania","ClosSecPartial",2020-06-02,2020-09-14
"Romania","ClosSecPartial",2021-02-08,NA
"Romania","EntertainmentVenues",2020-03-18,2020-05-13
"Romania","EntertainmentVenuesPartial",2020-05-14,NA
"Romania","GymsSportsCentres",2020-03-18,2020-05-30
"Romania","GymsSportsCentresPartial",2020-05-31,2020-06-14
"Romania","HotelsOtherAccommodation",2020-03-18,2020-05-15
"Romania","HotelsOtherAccommodationPartial",2020-11-14,NA
"Romania","IndoorOver50",2020-09-01,NA
"Romania","MasksMandatoryAllSpaces",2020-08-01,2021-02-10
"Romania","MasksMandatoryClosedSpaces",2020-05-15,2020-07-31
"Romania","MassGather50",2020-09-01,NA
"Romania","MassGatherAll",2020-03-18,2020-10-18
"Romania","MassGatherAllPartial",2020-10-19,NA
"Romania","NonEssentialShops",2020-03-22,2020-05-13
"Romania","NonEssentialShopsPartial",2020-05-14,2020-06-14
"Romania","NonEssentialShopsPartial",2020-11-05,NA
"Romania","OutdoorOver100",2020-09-01,NA
"Romania","OutdoorOver500",2020-03-18,2020-08-31
"Romania","PlaceOfWorship",2020-03-18,2020-05-14
"Romania","PlaceOfWorshipPartial",2020-05-15,NA
"Romania","PrivateGatheringRestrictions",2020-03-22,NA
"Romania","RestaurantsCafes",2020-03-18,2020-05-31
"Romania","RestaurantsCafesPartial",2020-06-01,NA
"Romania","StayHomeOrderPartial",2020-03-22,2020-05-13
"Romania","StayHomeOrderPartial",2020-11-14,NA
"Romania","StayHomeRiskG",2020-03-25,2020-05-14
"Romania","Teleworking",2020-03-16,NA
"Slovakia","BanOnAllEvents",2020-03-10,2020-06-03
"Slovakia","BanOnAllEventsPartial",2020-11-02,2020-11-14
"Slovakia","BanOnAllEventsPartial",2020-12-30,NA
"Slovakia","ClosDaycare",2020-03-16,2020-05-31
"Slovakia","ClosDaycarePartial",2020-06-01,2020-06-30
"Slovakia","ClosHigh",2020-03-16,2020-06-09
"Slovakia","ClosHighPartial",2020-06-10,NA
"Slovakia","ClosPrim",2020-03-30,2020-05-31
"Slovakia","ClosPrimPartial",2020-06-01,2020-06-30
"Slovakia","ClosPrimPartial",2020-10-12,NA
"Slovakia","ClosPubAnyPartial",2020-03-12,2020-05-20
"Slovakia","ClosPubAnyPartial",2020-10-01,NA
"Slovakia","ClosSec",2020-03-16,2020-05-31
"Slovakia","ClosSec",2020-10-12,2020-11-15
"Slovakia","ClosSecPartial",2020-06-01,2020-06-30
"Slovakia","ClosSecPartial",2020-11-16,NA
"Slovakia","EntertainmentVenues",2020-03-16,2020-05-20
"Slovakia","EntertainmentVenues",2020-10-15,2020-11-15
"Slovakia","EntertainmentVenues",2020-12-19,NA
"Slovakia","EntertainmentVenuesPartial",2020-11-16,2020-12-18
"Slovakia","GymsSportsCentres",2020-03-16,2020-05-20
"Slovakia","GymsSportsCentres",2020-10-15,2020-11-15
"Slovakia","GymsSportsCentres",2020-12-19,NA
"Slovakia","GymsSportsCentresPartial",2020-11-16,2020-12-18
"Slovakia","HotelsOtherAccommodation",2021-01-01,2021-01-10
"Slovakia","HotelsOtherAccommodationPartial",2020-03-12,2020-05-20
"Slovakia","HotelsOtherAccommodationPartial",2020-12-14,2020-12-31
"Slovakia","HotelsOtherAccommodationPartial",2021-01-11,NA
"Slovakia","IndoorOver100",2020-06-04,2020-06-14
"Slovakia","IndoorOver1000",2020-06-15,2020-08-31
"Slovakia","IndoorOver500",2020-09-01,2020-09-30
"Slovakia","MasksMandatoryAllSpaces",2020-03-25,2020-06-09
"Slovakia","MasksMandatoryAllSpaces",2020-10-01,NA
"Slovakia","MasksMandatoryClosedSpaces",2020-06-10,2020-09-30
"Slovakia","MassGather50",2020-03-10,2020-06-03
"Slovakia","MassGather50Partial",2020-11-02,2020-11-14
"Slovakia","MassGather50Partial",2020-12-30,NA
"Slovakia","MassGatherAll",2020-03-10,2020-09-30
"Slovakia","MassGatherAllPartial",2020-11-02,2020-11-14
"Slovakia","MassGatherAllPartial",2020-12-30,NA
"Slovakia","NonEssentialShops",2020-03-16,2020-04-21
"Slovakia","NonEssentialShopsPartial",2020-04-22,2020-05-20
"Slovakia","NonEssentialShopsPartial",2020-10-01,NA
"Slovakia","OutdoorOver100",2020-06-04,2020-06-14
"Slovakia","OutdoorOver1000",2020-06-15,2020-09-30
"Slovakia","PlaceOfWorshipPartial",2021-01-01,NA
"Slovakia","PrivateGatheringRestrictions",2020-10-01,NA
"Slovakia","RestaurantsCafes",2021-01-01,NA
"Slovakia","RestaurantsCafesPartial",2020-03-12,2020-05-20
"Slovakia","RestaurantsCafesPartial",2020-10-01,2020-12-31
"Slovakia","StayHomeOrderPartial",2020-11-02,2020-11-14
"Slovakia","StayHomeOrderPartial",2020-12-30,NA
"Slovakia","Teleworking",2020-11-02,NA
"Slovenia","BanOnAllEvents",2020-10-17,NA
"Slovenia","ClosDaycare",2020-03-12,2020-05-17
"Slovenia","ClosDaycare",2020-10-24,2021-01-25
"Slovenia","ClosHigh",2020-03-12,2020-05-17
"Slovenia","ClosHigh",2020-10-24,2021-01-25
"Slovenia","ClosPrim",2020-03-12,2020-06-03
"Slovenia","ClosPrim",2020-10-24,2021-01-25
"Slovenia","ClosPubAny",2020-03-14,2020-04-28
"Slovenia","ClosPubAnyPartial",2020-04-29,NA
"Slovenia","ClosSec",2020-03-12,2020-05-17
"Slovenia","ClosSec",2020-10-19,NA
"Slovenia","ClosSecPartial",2020-05-18,2020-06-24
"Slovenia","ClosureOfPublicTransport",2020-03-14,2020-04-30
"Slovenia","ClosureOfPublicTransport",2020-11-16,2020-12-15
"Slovenia","EntertainmentVenues",2020-03-15,2020-04-28
"Slovenia","EntertainmentVenuesPartial",2020-04-29,NA
"Slovenia","GymsSportsCentres",2020-03-15,2020-05-17
"Slovenia","GymsSportsCentresPartial",2020-05-18,2020-06-01
"Slovenia","IndoorOver100",2020-03-10,2020-05-31
"Slovenia","IndoorOver50",2020-06-15,2020-07-08
"Slovenia","IndoorOver500",2020-03-07,2020-03-09
"Slovenia","MasksMandatoryAllSpaces",2020-03-30,2020-06-01
"Slovenia","MasksMandatoryAllSpacesPartial",2020-09-19,NA
"Slovenia","MasksMandatoryClosedSpaces",2020-06-25,NA
"Slovenia","MassGather50",2020-05-18,2020-05-31
"Slovenia","MassGather50",2020-06-15,2020-07-08
"Slovenia","MassGather50",2020-10-17,NA
"Slovenia","MassGatherAll",2020-03-07,2020-07-08
"Slovenia","MassGatherAll",2020-10-17,NA
"Slovenia","NonEssentialShops",2020-03-15,2020-04-20
"Slovenia","NonEssentialShops",2020-10-24,2020-12-14
"Slovenia","OutdoorOver50",2020-05-18,2020-05-31
"Slovenia","OutdoorOver500",2020-03-10,2020-03-18
"Slovenia","OutdoorOver500",2020-06-01,2020-06-14
"Slovenia","PrivateGatheringRestrictions",2020-03-19,2020-05-17
"Slovenia","PrivateGatheringRestrictions",2020-10-20,NA
"Slovenia","RestaurantsCafes",2020-03-15,2020-05-03
"Slovenia","RestaurantsCafesPartial",2020-05-04,2020-05-18
"Slovenia","StayHomeOrder",2020-03-19,2020-05-04
"Slovenia","StayHomeOrderPartial",2020-10-20,NA
"Slovenia","Teleworking",2020-03-04,NA
"Slovenia","WorkplaceClosures",2020-03-15,2020-05-04
"Spain","AdaptationOfWorkplace",2020-04-11,NA
"Spain","BanOnAllEvents",2020-03-14,2020-06-01
"Spain","BanOnAllEvents",2020-10-25,NA
"Spain","BanOnAllEventsPartial",2020-10-01,2020-10-24
"Spain","ClosDaycare",2020-03-12,2020-08-27
"Spain","ClosHigh",2020-03-12,2020-08-27
"Spain","ClosPrim",2020-03-12,2020-08-27
"Spain","ClosPubAny",2020-03-14,2020-05-03
"Spain","ClosPubAny",2020-10-01,2020-10-24
"Spain","ClosPubAnyPartial",2020-05-04,2020-09-30
"Spain","ClosPubAnyPartial",2020-10-25,NA
"Spain","ClosSec",2020-03-12,2020-08-27
"Spain","EntertainmentVenues",2020-03-14,2020-05-10
"Spain","EntertainmentVenues",2020-08-14,NA
"Spain","EntertainmentVenuesPartial",2020-05-11,2020-06-20
"Spain","GymsSportsCentres",2020-03-14,2020-06-20
"Spain","HotelsOtherAccommodation",2020-03-14,2020-05-31
"Spain","HotelsOtherAccommodationPartial",2020-06-01,2020-06-20
"Spain","IndoorOver100",2020-06-02,2020-06-21
"Spain","MasksMandatoryAllSpaces",2020-08-04,NA
"Spain","MasksMandatoryAllSpacesPartial",2020-05-21,2020-08-03
"Spain","MasksMandatoryClosedSpaces",2020-05-04,2020-05-21
"Spain","MasksVoluntaryClosedSpaces",2020-03-13,2020-05-03
"Spain","MassGather50",2020-03-14,2020-06-01
"Spain","MassGather50",2020-10-25,NA
"Spain","MassGather50Partial",2020-10-01,2020-10-24
"Spain","MassGatherAll",2020-03-14,2020-06-21
"Spain","MassGatherAll",2020-10-25,NA
"Spain","MassGatherAllPartial",2020-10-01,2020-10-24
"Spain","OutdoorOver1000",2020-06-02,2020-06-21
"Spain","PlaceOfWorshipPartial",2020-10-25,NA
"Spain","PrivateGatheringRestrictions",2020-10-25,NA
"Spain","RestaurantsCafes",2020-03-14,2020-05-03
"Spain","RestaurantsCafesPartial",2020-05-04,2020-09-30
"Spain","SocialCircle",2020-08-27,NA
"Spain","StayHomeGen",2020-03-09,2020-03-13
"Spain","StayHomeOrder",2020-03-14,2020-05-03
"Spain","StayHomeOrderPartial",2020-05-04,2020-05-11
"Spain","StayHomeOrderPartial",2020-10-25,NA
"Spain","StayHomeRiskG",2020-03-12,NA
"Spain","Teleworking",2020-03-09,2020-04-12
"Spain","TeleworkingPartial",2020-04-13,NA
"Sweden","AdaptationOfWorkplace",2020-07-08,NA
"Sweden","AdaptationOfWorkplacePartial",2020-03-25,2020-07-07
"Sweden","BanOnAllEvents",2020-06-14,NA
"Sweden","ClosHigh",2020-03-18,2020-06-15
"Sweden","ClosPubAnyPartial",2020-07-01,NA
"Sweden","ClosSec",2020-03-18,2020-06-15
"Sweden","ClosSec",2020-12-07,NA
"Sweden","ClosSecPartial",2020-11-23,2020-12-06
"Sweden","IndoorOver50",2020-03-28,2020-06-13
"Sweden","IndoorOver500",2020-03-12,2020-03-27
"Sweden","MasksVoluntaryClosedSpacesPartial",2021-01-07,NA
"Sweden","MassGather50",2020-03-28,NA
"Sweden","MassGatherAll",2020-03-12,NA
"Sweden","OutdoorOver50",2020-03-29,2020-06-13
"Sweden","PrivateGatheringRestrictions",2020-11-30,NA
"Sweden","RestaurantsCafesPartial",2020-07-01,NA
"Sweden","StayHomeRiskG",2020-04-01,2020-10-22
"Sweden","Teleworking",2020-03-16,NA
"Switzerland","AdaptationOfWorkplace",2021-01-18,NA
"Switzerland","BanOnAllEvents",2020-03-20,2020-06-05
"Switzerland","BanOnAllEvents",2021-01-18,NA
"Switzerland","ClosHigh",2020-03-16,2020-05-11
"Switzerland","ClosHigh",2020-11-02,NA
"Switzerland","ClosPrim",2020-03-16,2020-05-11
"Switzerland","ClosPubAny",2020-03-16,2020-05-10
"Switzerland","ClosPubAny",2021-01-18,NA
"Switzerland","ClosPubAnyPartial",2020-05-11,2020-06-06
"Switzerland","ClosPubAnyPartial",2020-10-29,2021-01-17
"Switzerland","ClosSec",2020-03-16,2020-05-11
"Switzerland","EntertainmentVenues",2020-12-22,NA
"Switzerland","EntertainmentVenuesPartial",2020-10-29,2020-12-21
"Switzerland","GymsSportsCentres",2020-03-16,2020-05-10
"Switzerland","GymsSportsCentres",2020-12-22,NA
"Switzerland","GymsSportsCentresPartial",2020-05-11,2020-06-06
"Switzerland","IndoorOver100",2020-03-13,2020-03-19
"Switzerland","IndoorOver100",2020-06-06,2020-06-22
"Switzerland","IndoorOver1000",2020-03-02,2020-03-12
"Switzerland","IndoorOver1000",2020-06-23,2020-10-01
"Switzerland","IndoorOver50",2020-10-29,2021-01-17
"Switzerland","MasksMandatoryAllSpaces",2020-07-06,NA
"Switzerland","MasksVoluntaryClosedSpaces",2020-03-16,2020-07-05
"Switzerland","MassGather50",2020-03-20,2020-06-05
"Switzerland","MassGather50",2020-10-29,NA
"Switzerland","MassGatherAll",2020-02-28,2020-10-01
"Switzerland","MassGatherAll",2020-10-29,NA
"Switzerland","NonEssentialShops",2020-03-20,2020-05-11
"Switzerland","NonEssentialShops",2021-01-18,NA
"Switzerland","NonEssentialShopsPartial",2020-12-11,2021-01-17
"Switzerland","OutdoorOver100",2020-03-13,2020-03-19
"Switzerland","OutdoorOver100",2020-06-06,2020-06-22
"Switzerland","OutdoorOver1000",2020-02-28,2020-03-12
"Switzerland","OutdoorOver1000",2020-07-07,2020-10-01
"Switzerland","OutdoorOver500",2020-06-23,2020-07-06
"Switzerland","PrivateGatheringRestrictions",2020-03-20,2020-06-05
"Switzerland","PrivateGatheringRestrictions",2020-10-19,NA
"Switzerland","RestaurantsCafes",2020-03-16,2020-06-06
"Switzerland","RestaurantsCafes",2020-12-22,NA
"Switzerland","RestaurantsCafesPartial",2020-10-29,2020-12-21
"Switzerland","StayHomeGen",2020-12-22,2021-01-22
"Switzerland","StayHomeRiskG",2020-03-16,NA
"Switzerland","Teleworking",2020-03-16,2021-01-17
"Switzerland","TeleworkingPartial",2021-01-18,NA
"United Kingdom","BanOnAllEvents",2020-09-14,2020-12-01
"United Kingdom","BanOnAllEvents",2021-01-05,NA
"United Kingdom","ClosDaycare",2020-03-23,2020-05-31
"United Kingdom","ClosDaycarePartial",2020-06-01,2020-09-01
"United Kingdom","ClosHighPartial",2021-01-05,NA
"United Kingdom","ClosPrim",2020-03-23,2020-05-31
"United Kingdom","ClosPrimPartial",2020-06-01,2020-09-01
"United Kingdom","ClosPrimPartial",2021-01-05,NA
"United Kingdom","ClosPubAny",2020-03-16,2020-03-30
"United Kingdom","ClosPubAnyPartial",2020-03-31,NA
"United Kingdom","ClosSec",2020-03-23,2020-06-14
"United Kingdom","ClosSecPartial",2020-06-15,2020-09-01
"United Kingdom","ClosSecPartial",2021-01-05,NA
"United Kingdom","EntertainmentVenues",2020-03-16,2020-07-02
"United Kingdom","EntertainmentVenues",2020-11-05,2020-12-01
"United Kingdom","EntertainmentVenues",2021-01-05,NA
"United Kingdom","EntertainmentVenuesPartial",2020-07-03,2020-08-07
