Week;Year;Age;Vax_status;Type;Variable;Group;Value
43;2021;40-49;Fuld effekt efter revaccination;antal;cases;notprevpos;1,200000e+01
43;2021;40-49;Fuld effekt efter revaccination;antal;cases;prevpos;1,000000e+00
43;2021;40-49;Fuld effekt efter revaccination;antal;personer;alle;7,200000e+03
43;2021;40-49;Fuld effekt efter revaccination;antal;personer;notprevpos;6,864989e+03
43;2021;40-49;Fuld effekt efter revaccination;antal;personer;prevpos;3,350114e+02
43;2021;40-49;Fuld effekt efter revaccination;antal;tests;alle;1,053000e+03
43;2021;40-49;Fuld effekt efter revaccination;antal;tests;notprevpos;9,960000e+02
43;2021;40-49;Fuld effekt efter revaccination;antal;tests;prevpos;5,700000e+01
43;2021;40-49;Fuld effekt efter revaccination;incidence;cases;alle;1,806000e+02
43;2021;40-49;Fuld effekt efter revaccination;incidence;cases;notprevpos;1,748000e+02
43;2021;40-49;Fuld effekt efter revaccination;incidence;tac;notprevpos;4,589144e+02
43;2021;40-49;Fuld effekt efter revaccination;incidence;tests;alle;1,462500e+04
43;2021;40-49;Fuld effekt efter revaccination;incidence;tests;notprevpos;1,450840e+04
43;2021;40-49;Fuld effekt efter revaccination;incidence;tests;prevpos;1,701434e+04
43;2021;40-49;Første vaccination;antal;cases;notprevpos;2,800000e+01
43;2021;40-49;Første vaccination;antal;cases;prevpos;0,000000e+00
43;2021;40-49;Første vaccination;antal;personer;alle;7,569977e+03
43;2021;40-49;Første vaccination;antal;personer;notprevpos;6,170119e+03
43;2021;40-49;Første vaccination;antal;personer;prevpos;1,399858e+03
43;2021;40-49;Første vaccination;antal;tests;alle;7,540000e+02
43;2021;40-49;Første vaccination;antal;tests;notprevpos;6,450000e+02
43;2021;40-49;Første vaccination;antal;tests;prevpos;1,090000e+02
43;2021;40-49;Første vaccination;incidence;cases;alle;3,699000e+02
43;2021;40-49;Første vaccination;incidence;cases;notprevpos;4,538000e+02
43;2021;40-49;Første vaccination;incidence;tac;notprevpos;1,403561e+03
43;2021;40-49;Første vaccination;incidence;tests;alle;9,960400e+03
43;2021;40-49;Første vaccination;incidence;tests;notprevpos;1,045361e+04
43;2021;40-49;Første vaccination;incidence;tests;prevpos;7,786503e+03
43;2021;40-49;Ingen vaccination;antal;cases;notprevpos;4,130000e+02
43;2021;40-49;Ingen vaccination;antal;cases;prevpos;1,100000e+01
43;2021;40-49;Ingen vaccination;antal;personer;alle;8,600038e+04
43;2021;40-49;Ingen vaccination;antal;personer;notprevpos;7,619926e+04
43;2021;40-49;Ingen vaccination;antal;personer;prevpos;9,801120e+03
43;2021;40-49;Ingen vaccination;antal;tests;alle;8,099000e+03
43;2021;40-49;Ingen vaccination;antal;tests;notprevpos;7,228000e+03
43;2021;40-49;Ingen vaccination;antal;tests;prevpos;8,710000e+02
43;2021;40-49;Ingen vaccination;incidence;cases;alle;4,930000e+02
43;2021;40-49;Ingen vaccination;incidence;cases;notprevpos;5,420000e+02
43;2021;40-49;Ingen vaccination;incidence;tac;notprevpos;1,759809e+03
43;2021;40-49;Ingen vaccination;incidence;tests;alle;9,417400e+03
43;2021;40-49;Ingen vaccination;incidence;tests;notprevpos;9,485656e+03
43;2021;40-49;Ingen vaccination;incidence;tests;prevpos;8,886739e+03
44;2021;40-49;Anden vaccination;antal;cases;notprevpos;1,708000e+03
44;2021;40-49;Anden vaccination;antal;cases;prevpos;9,000000e+00
44;2021;40-49;Anden vaccination;antal;personer;alle;6,483135e+05
44;2021;40-49;Anden vaccination;antal;personer;notprevpos;6,108727e+05
44;2021;40-49;Anden vaccination;antal;personer;prevpos;3,744083e+04
44;2021;40-49;Anden vaccination;antal;tests;alle;1,073860e+05
44;2021;40-49;Anden vaccination;antal;tests;notprevpos;1,016210e+05
44;2021;40-49;Anden vaccination;antal;tests;prevpos;5,765000e+03
44;2021;40-49;Anden vaccination;incidence;cases;alle;2,648000e+02
44;2021;40-49;Anden vaccination;incidence;cases;notprevpos;2,796000e+02
44;2021;40-49;Anden vaccination;incidence;tac;notprevpos;6,855210e+02
44;2021;40-49;Anden vaccination;incidence;tests;alle;1,656390e+04
44;2021;40-49;Anden vaccination;incidence;tests;notprevpos;1,663538e+04
44;2021;40-49;Anden vaccination;incidence;tests;prevpos;1,539763e+04
44;2021;40-49;Fuld effekt efter primært forløb;antal;cases;notprevpos;1,694000e+03
44;2021;40-49;Fuld effekt efter primært forløb;antal;cases;prevpos;9,000000e+00
44;2021;40-49;Fuld effekt efter primært forløb;antal;personer;alle;6,346708e+05
44;2021;40-49;Fuld effekt efter primært forløb;antal;personer;notprevpos;5,981638e+05
44;2021;40-49;Fuld effekt efter primært forløb;antal;personer;prevpos;3,650698e+04
44;2021;40-49;Fuld effekt efter primært forløb;antal;tests;alle;1,045690e+05
44;2021;40-49;Fuld effekt efter primært forløb;antal;tests;notprevpos;9,898000e+04
44;2021;40-49;Fuld effekt efter primært forløb;antal;tests;prevpos;5,589000e+03
44;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;alle;2,683000e+02
44;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;notprevpos;2,832000e+02
44;2021;40-49;Fuld effekt efter primært forløb;incidence;tac;notprevpos;6,961929e+02
44;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;alle;1,647610e+04
44;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;notprevpos;1,654731e+04
44;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;prevpos;1,530940e+04
44;2021;40-49;Fuld effekt efter revaccination;antal;cases;notprevpos;1,000000e+01
44;2021;40-49;Fuld effekt efter revaccination;antal;cases;prevpos;0,000000e+00
44;2021;40-49;Fuld effekt efter revaccination;antal;personer;alle;1,207398e+04
44;2021;40-49;Fuld effekt efter revaccination;antal;personer;notprevpos;1,150748e+04
44;2021;40-49;Fuld effekt efter revaccination;antal;personer;prevpos;5,664979e+02
44;2021;40-49;Fuld effekt efter revaccination;antal;tests;alle;2,629000e+03
44;2021;40-49;Fuld effekt efter revaccination;antal;tests;notprevpos;2,494000e+03
44;2021;40-49;Fuld effekt efter revaccination;antal;tests;prevpos;1,350000e+02
44;2021;40-49;Fuld effekt efter revaccination;incidence;cases;alle;8,280000e+01
44;2021;40-49;Fuld effekt efter revaccination;incidence;cases;notprevpos;8,690000e+01
44;2021;40-49;Fuld effekt efter revaccination;incidence;tac;notprevpos;1,866645e+02
44;2021;40-49;Fuld effekt efter revaccination;incidence;tests;alle;2,177410e+04
44;2021;40-49;Fuld effekt efter revaccination;incidence;tests;notprevpos;2,167286e+04
44;2021;40-49;Fuld effekt efter revaccination;incidence;tests;prevpos;2,383063e+04
44;2021;40-49;Første vaccination;antal;cases;notprevpos;3,700000e+01
44;2021;40-49;Første vaccination;antal;cases;prevpos;0,000000e+00
44;2021;40-49;Første vaccination;antal;personer;alle;7,653969e+03
44;2021;40-49;Første vaccination;antal;personer;notprevpos;6,251056e+03
44;2021;40-49;Første vaccination;antal;personer;prevpos;1,402913e+03
44;2021;40-49;Første vaccination;antal;tests;alle;9,460000e+02
44;2021;40-49;Første vaccination;antal;tests;notprevpos;7,870000e+02
44;2021;40-49;Første vaccination;antal;tests;prevpos;1,590000e+02
44;2021;40-49;Første vaccination;incidence;cases;alle;4,834000e+02
44;2021;40-49;Første vaccination;incidence;cases;notprevpos;5,919000e+02
44;2021;40-49;Første vaccination;incidence;tac;notprevpos;1,668160e+03
44;2021;40-49;Første vaccination;incidence;tests;alle;1,235960e+04
44;2021;40-49;Første vaccination;incidence;tests;notprevpos;1,258987e+04
44;2021;40-49;Første vaccination;incidence;tests;prevpos;1,133356e+04
44;2021;40-49;Ingen vaccination;antal;cases;notprevpos;4,930000e+02
44;2021;40-49;Ingen vaccination;antal;cases;prevpos;1,200000e+01
44;2021;40-49;Ingen vaccination;antal;personer;alle;8,500785e+04
44;2021;40-49;Ingen vaccination;antal;personer;notprevpos;7,529016e+04
44;2021;40-49;Ingen vaccination;antal;personer;prevpos;9,717682e+03
44;2021;40-49;Ingen vaccination;antal;tests;alle;8,829000e+03
44;2021;40-49;Ingen vaccination;antal;tests;notprevpos;7,829000e+03
44;2021;40-49;Ingen vaccination;antal;tests;prevpos;1,000000e+03
44;2021;40-49;Ingen vaccination;incidence;cases;alle;5,941000e+02
44;2021;40-49;Ingen vaccination;incidence;cases;notprevpos;6,548000e+02
44;2021;40-49;Ingen vaccination;incidence;tac;notprevpos;2,030601e+03
44;2021;40-49;Ingen vaccination;incidence;tests;alle;1,038610e+04
44;2021;40-49;Ingen vaccination;incidence;tests;notprevpos;1,039844e+04
44;2021;40-49;Ingen vaccination;incidence;tests;prevpos;1,029052e+04
45;2021;40-49;Anden vaccination;antal;cases;notprevpos;2,689000e+03
45;2021;40-49;Anden vaccination;antal;cases;prevpos;1,700000e+01
45;2021;40-49;Anden vaccination;antal;personer;alle;6,490965e+05
45;2021;40-49;Anden vaccination;antal;personer;notprevpos;6,112753e+05
45;2021;40-49;Anden vaccination;antal;personer;prevpos;3,782125e+04
45;2021;40-49;Anden vaccination;antal;tests;alle;1,374040e+05
45;2021;40-49;Anden vaccination;antal;tests;notprevpos;1,297620e+05
45;2021;40-49;Anden vaccination;antal;tests;prevpos;7,642000e+03
45;2021;40-49;Anden vaccination;incidence;cases;alle;4,169000e+02
45;2021;40-49;Anden vaccination;incidence;cases;notprevpos;4,399000e+02
45;2021;40-49;Anden vaccination;incidence;tac;notprevpos;9,547697e+02
45;2021;40-49;Anden vaccination;incidence;tests;alle;2,116850e+04
45;2021;40-49;Anden vaccination;incidence;tests;notprevpos;2,122808e+04
45;2021;40-49;Anden vaccination;incidence;tests;prevpos;2,020557e+04
45;2021;40-49;Fuld effekt efter primært forløb;antal;cases;notprevpos;2,647000e+03
45;2021;40-49;Fuld effekt efter primært forløb;antal;cases;prevpos;1,700000e+01
45;2021;40-49;Fuld effekt efter primært forløb;antal;personer;alle;6,251248e+05
45;2021;40-49;Fuld effekt efter primært forløb;antal;personer;notprevpos;5,887456e+05
45;2021;40-49;Fuld effekt efter primært forløb;antal;personer;prevpos;3,637921e+04
45;2021;40-49;Fuld effekt efter primært forløb;antal;tests;alle;1,302760e+05
45;2021;40-49;Fuld effekt efter primært forløb;antal;tests;notprevpos;1,230750e+05
45;2021;40-49;Fuld effekt efter primært forløb;antal;tests;prevpos;7,201000e+03
45;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;alle;4,262000e+02
45;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;notprevpos;4,496000e+02
45;2021;40-49;Fuld effekt efter primært forløb;incidence;tac;notprevpos;9,833434e+02
45;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;alle;2,084000e+04
45;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;notprevpos;2,090462e+04
45;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;prevpos;1,979427e+04
45;2021;40-49;Fuld effekt efter revaccination;antal;cases;notprevpos;3,600000e+01
45;2021;40-49;Fuld effekt efter revaccination;antal;cases;prevpos;0,000000e+00
45;2021;40-49;Fuld effekt efter revaccination;antal;personer;alle;2,241099e+04
45;2021;40-49;Fuld effekt efter revaccination;antal;personer;notprevpos;2,123894e+04
45;2021;40-49;Fuld effekt efter revaccination;antal;personer;prevpos;1,172048e+03
45;2021;40-49;Fuld effekt efter revaccination;antal;tests;alle;6,923000e+03
45;2021;40-49;Fuld effekt efter revaccination;antal;tests;notprevpos;6,527000e+03
45;2021;40-49;Fuld effekt efter revaccination;antal;tests;prevpos;3,960000e+02
45;2021;40-49;Fuld effekt efter revaccination;incidence;cases;alle;1,606000e+02
45;2021;40-49;Fuld effekt efter revaccination;incidence;cases;notprevpos;1,695000e+02
45;2021;40-49;Fuld effekt efter revaccination;incidence;tac;notprevpos;3,057590e+02
45;2021;40-49;Fuld effekt efter revaccination;incidence;tests;alle;3,089110e+04
45;2021;40-49;Fuld effekt efter revaccination;incidence;tests;notprevpos;3,073129e+04
45;2021;40-49;Fuld effekt efter revaccination;incidence;tests;prevpos;3,378702e+04
45;2021;40-49;Første vaccination;antal;cases;notprevpos;5,400000e+01
45;2021;40-49;Første vaccination;antal;cases;prevpos;1,000000e+00
45;2021;40-49;Første vaccination;antal;personer;alle;8,000000e+03
45;2021;40-49;Første vaccination;antal;personer;notprevpos;6,531205e+03
45;2021;40-49;Første vaccination;antal;personer;prevpos;1,468795e+03
45;2021;40-49;Første vaccination;antal;tests;alle;1,341000e+03
45;2021;40-49;Første vaccination;antal;tests;notprevpos;1,121000e+03
45;2021;40-49;Første vaccination;antal;tests;prevpos;2,200000e+02
45;2021;40-49;Første vaccination;incidence;cases;alle;6,875000e+02
45;2021;40-49;Første vaccination;incidence;cases;notprevpos;8,268000e+02
45;2021;40-49;Første vaccination;incidence;tac;notprevpos;1,995696e+03
45;2021;40-49;Første vaccination;incidence;tests;alle;1,676250e+04
45;2021;40-49;Første vaccination;incidence;tests;notprevpos;1,716376e+04
45;2021;40-49;Første vaccination;incidence;tests;prevpos;1,497826e+04
45;2021;40-49;Ingen vaccination;antal;cases;notprevpos;6,800000e+02
45;2021;40-49;Ingen vaccination;antal;cases;prevpos;1,600000e+01
45;2021;40-49;Ingen vaccination;antal;personer;alle;8,382517e+04
45;2021;40-49;Ingen vaccination;antal;personer;notprevpos;7,416294e+04
45;2021;40-49;Ingen vaccination;antal;personer;prevpos;9,662228e+03
45;2021;40-49;Ingen vaccination;antal;tests;alle;1,323700e+04
45;2021;40-49;Ingen vaccination;antal;tests;notprevpos;1,156200e+04
45;2021;40-49;Ingen vaccination;antal;tests;prevpos;1,675000e+03
45;2021;40-49;Ingen vaccination;incidence;cases;alle;8,303000e+02
45;2021;40-49;Ingen vaccination;incidence;cases;notprevpos;9,169000e+02
45;2021;40-49;Ingen vaccination;incidence;tac;notprevpos;2,322196e+03
45;2021;40-49;Ingen vaccination;incidence;tests;alle;1,579120e+04
45;2021;40-49;Ingen vaccination;incidence;tests;notprevpos;1,559000e+04
45;2021;40-49;Ingen vaccination;incidence;tests;prevpos;1,733555e+04
46;2021;40-49;Anden vaccination;antal;cases;notprevpos;3,357000e+03
46;2021;40-49;Anden vaccination;antal;cases;prevpos;1,500000e+01
46;2021;40-49;Anden vaccination;antal;personer;alle;6,501302e+05
46;2021;40-49;Anden vaccination;antal;personer;notprevpos;6,114754e+05
46;2021;40-49;Anden vaccination;antal;personer;prevpos;3,865480e+04
46;2021;40-49;Anden vaccination;antal;tests;alle;1,485450e+05
46;2021;40-49;Anden vaccination;antal;tests;notprevpos;1,403860e+05
46;2021;40-49;Anden vaccination;antal;tests;prevpos;8,159000e+03
46;2021;40-49;Anden vaccination;incidence;cases;alle;5,187000e+02
46;2021;40-49;Anden vaccination;incidence;cases;notprevpos;5,490000e+02
46;2021;40-49;Anden vaccination;incidence;tac;notprevpos;1,145777e+03
46;2021;40-49;Anden vaccination;incidence;tests;alle;2,284850e+04
46;2021;40-49;Anden vaccination;incidence;tests;notprevpos;2,295857e+04
46;2021;40-49;Anden vaccination;incidence;tests;prevpos;2,110734e+04
46;2021;40-49;Fuld effekt efter primært forløb;antal;cases;notprevpos;3,286000e+03
46;2021;40-49;Fuld effekt efter primært forløb;antal;cases;prevpos;1,500000e+01
46;2021;40-49;Fuld effekt efter primært forløb;antal;personer;alle;6,156240e+05
46;2021;40-49;Fuld effekt efter primært forløb;antal;personer;notprevpos;5,792350e+05
46;2021;40-49;Fuld effekt efter primært forløb;antal;personer;prevpos;3,638899e+04
46;2021;40-49;Fuld effekt efter primært forløb;antal;tests;alle;1,367190e+05
46;2021;40-49;Fuld effekt efter primært forløb;antal;tests;notprevpos;1,292630e+05
46;2021;40-49;Fuld effekt efter primært forløb;antal;tests;prevpos;7,456000e+03
46;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;alle;5,362000e+02
46;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;notprevpos;5,673000e+02
46;2021;40-49;Fuld effekt efter primært forløb;incidence;tac;notprevpos;1,200890e+03
46;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;alle;2,220820e+04
46;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;notprevpos;2,231616e+04
46;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;prevpos;2,048972e+04
46;2021;40-49;Fuld effekt efter revaccination;antal;cases;notprevpos;6,500000e+01
46;2021;40-49;Fuld effekt efter revaccination;antal;cases;prevpos;0,000000e+00
46;2021;40-49;Fuld effekt efter revaccination;antal;personer;alle;3,276400e+04
46;2021;40-49;Fuld effekt efter revaccination;antal;personer;notprevpos;3,090823e+04
46;2021;40-49;Fuld effekt efter revaccination;antal;personer;prevpos;1,855773e+03
46;2021;40-49;Fuld effekt efter revaccination;antal;tests;alle;1,159400e+04
46;2021;40-49;Fuld effekt efter revaccination;antal;tests;notprevpos;1,094100e+04
46;2021;40-49;Fuld effekt efter revaccination;antal;tests;prevpos;6,530000e+02
46;2021;40-49;Fuld effekt efter revaccination;incidence;cases;alle;1,984000e+02
46;2021;40-49;Fuld effekt efter revaccination;incidence;cases;notprevpos;2,103000e+02
46;2021;40-49;Fuld effekt efter revaccination;incidence;tac;notprevpos;3,534661e+02
46;2021;40-49;Fuld effekt efter revaccination;incidence;tests;alle;3,538640e+04
46;2021;40-49;Fuld effekt efter revaccination;incidence;tests;notprevpos;3,539834e+04
46;2021;40-49;Fuld effekt efter revaccination;incidence;tests;prevpos;3,518749e+04
46;2021;40-49;Første vaccination;antal;cases;notprevpos;1,140000e+02
46;2021;40-49;Første vaccination;antal;cases;prevpos;1,000000e+00
46;2021;40-49;Første vaccination;antal;personer;alle;9,995008e+03
46;2021;40-49;Første vaccination;antal;personer;notprevpos;8,086253e+03
46;2021;40-49;Første vaccination;antal;personer;prevpos;1,908754e+03
46;2021;40-49;Første vaccination;antal;tests;alle;1,862000e+03
46;2021;40-49;Første vaccination;antal;tests;notprevpos;1,482000e+03
46;2021;40-49;Første vaccination;antal;tests;prevpos;3,800000e+02
46;2021;40-49;Første vaccination;incidence;cases;alle;1,150600e+03
46;2021;40-49;Første vaccination;incidence;cases;notprevpos;1,409800e+03
46;2021;40-49;Første vaccination;incidence;tac;notprevpos;3,293116e+03
46;2021;40-49;Første vaccination;incidence;tests;alle;1,862930e+04
46;2021;40-49;Første vaccination;incidence;tests;notprevpos;1,832740e+04
46;2021;40-49;Første vaccination;incidence;tests;prevpos;1,990827e+04
46;2021;40-49;Ingen vaccination;antal;cases;notprevpos;8,070000e+02
46;2021;40-49;Ingen vaccination;antal;cases;prevpos;2,700000e+01
46;2021;40-49;Ingen vaccination;antal;personer;alle;8,077210e+04
46;2021;40-49;Ingen vaccination;antal;personer;notprevpos;7,156793e+04
46;2021;40-49;Ingen vaccination;antal;personer;prevpos;9,204170e+03
46;2021;40-49;Ingen vaccination;antal;tests;alle;1,331100e+04
46;2021;40-49;Ingen vaccination;antal;tests;notprevpos;1,152200e+04
46;2021;40-49;Ingen vaccination;antal;tests;prevpos;1,789000e+03
46;2021;40-49;Ingen vaccination;incidence;cases;alle;1,032500e+03
46;2021;40-49;Ingen vaccination;incidence;cases;notprevpos;1,127600e+03
46;2021;40-49;Ingen vaccination;incidence;tac;notprevpos;2,810285e+03
46;2021;40-49;Ingen vaccination;incidence;tests;alle;1,647970e+04
46;2021;40-49;Ingen vaccination;incidence;tests;notprevpos;1,609939e+04
46;2021;40-49;Ingen vaccination;incidence;tests;prevpos;1,943684e+04
47;2021;40-49;Anden vaccination;antal;cases;notprevpos;3,505000e+03
47;2021;40-49;Anden vaccination;antal;cases;prevpos;2,300000e+01
47;2021;40-49;Anden vaccination;antal;personer;alle;6,512547e+05
47;2021;40-49;Anden vaccination;antal;personer;notprevpos;6,113728e+05
47;2021;40-49;Anden vaccination;antal;personer;prevpos;3,988197e+04
47;2021;40-49;Anden vaccination;antal;tests;alle;1,591380e+05
47;2021;40-49;Anden vaccination;antal;tests;notprevpos;1,500810e+05
47;2021;40-49;Anden vaccination;antal;tests;prevpos;9,057000e+03
47;2021;40-49;Anden vaccination;incidence;cases;alle;5,417000e+02
47;2021;40-49;Anden vaccination;incidence;cases;notprevpos;5,733000e+02
47;2021;40-49;Anden vaccination;incidence;tac;notprevpos;1,157103e+03
47;2021;40-49;Anden vaccination;incidence;tests;alle;2,443560e+04
47;2021;40-49;Anden vaccination;incidence;tests;notprevpos;2,454820e+04
47;2021;40-49;Anden vaccination;incidence;tests;prevpos;2,270951e+04
47;2021;40-49;Fuld effekt efter primært forløb;antal;cases;notprevpos;3,400000e+03
47;2021;40-49;Fuld effekt efter primært forløb;antal;cases;prevpos;2,300000e+01
47;2021;40-49;Fuld effekt efter primært forløb;antal;personer;alle;6,075420e+05
47;2021;40-49;Fuld effekt efter primært forløb;antal;personer;notprevpos;5,706613e+05
47;2021;40-49;Fuld effekt efter primært forløb;antal;personer;prevpos;3,688069e+04
47;2021;40-49;Fuld effekt efter primært forløb;antal;tests;alle;1,429200e+05
47;2021;40-49;Fuld effekt efter primært forløb;antal;tests;notprevpos;1,349330e+05
47;2021;40-49;Fuld effekt efter primært forløb;antal;tests;prevpos;7,987000e+03
47;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;alle;5,634000e+02
47;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;notprevpos;5,958000e+02
47;2021;40-49;Fuld effekt efter primært forløb;incidence;tac;notprevpos;1,225267e+03
47;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;alle;2,352430e+04
47;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;notprevpos;2,364502e+04
47;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;prevpos;2,165632e+04
47;2021;40-49;Fuld effekt efter revaccination;antal;cases;notprevpos;9,300000e+01
47;2021;40-49;Fuld effekt efter revaccination;antal;cases;prevpos;0,000000e+00
47;2021;40-49;Fuld effekt efter revaccination;antal;personer;alle;4,161300e+04
47;2021;40-49;Fuld effekt efter revaccination;antal;personer;notprevpos;3,914141e+04
47;2021;40-49;Fuld effekt efter revaccination;antal;personer;prevpos;2,471587e+03
47;2021;40-49;Fuld effekt efter revaccination;antal;tests;alle;1,589600e+04
47;2021;40-49;Fuld effekt efter revaccination;antal;tests;notprevpos;1,489900e+04
47;2021;40-49;Fuld effekt efter revaccination;antal;tests;prevpos;9,970000e+02
47;2021;40-49;Fuld effekt efter revaccination;incidence;cases;alle;2,235000e+02
47;2021;40-49;Fuld effekt efter revaccination;incidence;cases;notprevpos;2,376000e+02
47;2021;40-49;Fuld effekt efter revaccination;incidence;tac;notprevpos;3,851112e+02
47;2021;40-49;Fuld effekt efter revaccination;incidence;tests;alle;3,819960e+04
47;2021;40-49;Fuld effekt efter revaccination;incidence;tests;notprevpos;3,806454e+04
47;2021;40-49;Fuld effekt efter revaccination;incidence;tests;prevpos;4,033845e+04
47;2021;40-49;Første vaccination;antal;cases;notprevpos;9,300000e+01
47;2021;40-49;Første vaccination;antal;cases;prevpos;2,000000e+00
47;2021;40-49;Første vaccination;antal;personer;alle;1,142200e+04
47;2021;40-49;Første vaccination;antal;personer;notprevpos;9,074941e+03
47;2021;40-49;Første vaccination;antal;personer;prevpos;2,347055e+03
47;2021;40-49;Første vaccination;antal;tests;alle;2,184000e+03
47;2021;40-49;Første vaccination;antal;tests;notprevpos;1,676000e+03
47;2021;40-49;Første vaccination;antal;tests;prevpos;5,080000e+02
47;2021;40-49;Første vaccination;incidence;cases;alle;8,317000e+02
47;2021;40-49;Første vaccination;incidence;cases;notprevpos;1,024800e+03
47;2021;40-49;Første vaccination;incidence;tac;notprevpos;2,384647e+03
47;2021;40-49;Første vaccination;incidence;tests;alle;1,912100e+04
47;2021;40-49;Første vaccination;incidence;tests;notprevpos;1,846844e+04
47;2021;40-49;Første vaccination;incidence;tests;prevpos;2,164414e+04
47;2021;40-49;Ingen vaccination;antal;cases;notprevpos;7,610000e+02
47;2021;40-49;Ingen vaccination;antal;cases;prevpos;1,800000e+01
47;2021;40-49;Ingen vaccination;antal;personer;alle;7,816998e+04
47;2021;40-49;Ingen vaccination;antal;personer;notprevpos;6,934573e+04
47;2021;40-49;Ingen vaccination;antal;personer;prevpos;8,824257e+03
47;2021;40-49;Ingen vaccination;antal;tests;alle;1,352200e+04
47;2021;40-49;Ingen vaccination;antal;tests;notprevpos;1,176300e+04
47;2021;40-49;Ingen vaccination;antal;tests;prevpos;1,759000e+03
47;2021;40-49;Ingen vaccination;incidence;cases;alle;9,965000e+02
47;2021;40-49;Ingen vaccination;incidence;cases;notprevpos;1,097400e+03
47;2021;40-49;Ingen vaccination;incidence;tac;notprevpos;2,664500e+03
47;2021;40-49;Ingen vaccination;incidence;tests;alle;1,729820e+04
47;2021;40-49;Ingen vaccination;incidence;tests;notprevpos;1,696283e+04
47;2021;40-49;Ingen vaccination;incidence;tests;prevpos;1,993369e+04
48;2021;40-49;Anden vaccination;antal;cases;notprevpos;4,289000e+03
48;2021;40-49;Anden vaccination;antal;cases;prevpos;2,700000e+01
48;2021;40-49;Anden vaccination;antal;personer;alle;6,524250e+05
48;2021;40-49;Anden vaccination;antal;personer;notprevpos;6,110557e+05
48;2021;40-49;Anden vaccination;antal;personer;prevpos;4,136926e+04
48;2021;40-49;Anden vaccination;antal;tests;alle;1,615750e+05
48;2021;40-49;Anden vaccination;antal;tests;notprevpos;1,520220e+05
48;2021;40-49;Anden vaccination;antal;tests;prevpos;9,553000e+03
48;2021;40-49;Anden vaccination;incidence;cases;alle;6,615000e+02
48;2021;40-49;Anden vaccination;incidence;cases;notprevpos;7,019000e+02
48;2021;40-49;Anden vaccination;incidence;tac;notprevpos;1,407221e+03
48;2021;40-49;Anden vaccination;incidence;tests;alle;2,476530e+04
48;2021;40-49;Anden vaccination;incidence;tests;notprevpos;2,487858e+04
48;2021;40-49;Anden vaccination;incidence;tests;prevpos;2,309203e+04
48;2021;40-49;Fuld effekt efter primært forløb;antal;cases;notprevpos;4,156000e+03
48;2021;40-49;Fuld effekt efter primært forløb;antal;cases;prevpos;2,400000e+01
48;2021;40-49;Fuld effekt efter primært forløb;antal;personer;alle;5,993223e+05
48;2021;40-49;Fuld effekt efter primært forløb;antal;personer;notprevpos;5,615457e+05
48;2021;40-49;Fuld effekt efter primært forløb;antal;personer;prevpos;3,777655e+04
48;2021;40-49;Fuld effekt efter primært forløb;antal;tests;alle;1,416690e+05
48;2021;40-49;Fuld effekt efter primært forløb;antal;tests;notprevpos;1,334430e+05
48;2021;40-49;Fuld effekt efter primært forløb;antal;tests;prevpos;8,226000e+03
48;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;alle;6,975000e+02
48;2021;40-49;Fuld effekt efter primært forløb;incidence;cases;notprevpos;7,401000e+02
48;2021;40-49;Fuld effekt efter primært forløb;incidence;tac;notprevpos;1,518221e+03
48;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;alle;2,363820e+04
48;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;notprevpos;2,376351e+04
48;2021;40-49;Fuld effekt efter primært forløb;incidence;tests;prevpos;2,177542e+04
48;2021;40-49;Fuld effekt efter revaccination;antal;cases;notprevpos;1,220000e+02
48;2021;40-49;Fuld effekt efter revaccination;antal;cases;prevpos;2,000000e+00
48;2021;40-49;Fuld effekt efter revaccination;antal;personer;alle;5,086897e+04
48;2021;40-49;Fuld effekt efter revaccination;antal;personer;notprevpos;4,773083e+04
48;2021;40-49;Fuld effekt efter revaccination;antal;personer;prevpos;3,138143e+03
48;2021;40-49;Fuld effekt efter revaccination;antal;tests;alle;1,959600e+04
48;2021;40-49;Fuld effekt efter revaccination;antal;tests;notprevpos;1,835400e+04
48;2021;40-49;Fuld effekt efter revaccination;antal;tests;prevpos;1,242000e+03
