Date;Region;Admitted
2020-11-27;Syddanmark;  2
2020-11-27;Midtjylland;  7
2020-11-27;Nordjylland;  2
2020-11-27;Ukendt_region;  0
2020-11-28;Hovedstaden;  9
2020-11-28;Sjælland;  5
2020-11-28;Syddanmark;  5
2020-11-28;Midtjylland;  8
2020-11-28;Nordjylland;  3
2020-11-28;Ukendt_region;  1
2020-11-29;Hovedstaden; 16
2020-11-29;Sjælland;  7
2020-11-29;Syddanmark;  4
2020-11-29;Midtjylland;  7
2020-11-29;Nordjylland;  0
2020-11-29;Ukendt_region;  0
2020-11-30;Hovedstaden; 26
2020-11-30;Sjælland;  4
2020-11-30;Syddanmark;  9
2020-11-30;Midtjylland;  4
2020-11-30;Nordjylland;  1
2020-11-30;Ukendt_region;  1
2020-12-01;Hovedstaden; 21
2020-12-01;Sjælland;  3
2020-12-01;Syddanmark;  7
2020-12-01;Midtjylland; 17
2020-12-01;Nordjylland;  2
2020-12-01;Ukendt_region;  0
2020-12-02;Hovedstaden; 24
2020-12-02;Sjælland;  5
2020-12-02;Syddanmark;  7
2020-12-02;Midtjylland; 12
2020-12-02;Nordjylland;  2
2020-12-02;Ukendt_region;  4
2020-12-03;Hovedstaden; 32
2020-12-03;Sjælland;  9
2020-12-03;Syddanmark;  5
2020-12-03;Midtjylland;  8
2020-12-03;Nordjylland;  0
2020-12-03;Ukendt_region;  0
2020-12-04;Hovedstaden; 26
2020-12-04;Sjælland;  9
2020-12-04;Syddanmark;  4
2020-12-04;Midtjylland; 14
2020-12-04;Nordjylland;  2
2020-12-04;Ukendt_region;  1
2020-12-05;Hovedstaden; 36
2020-12-05;Sjælland; 12
2020-12-05;Syddanmark;  5
2020-12-05;Midtjylland; 11
2020-12-05;Nordjylland;  2
2020-12-05;Ukendt_region;  0
2020-12-06;Hovedstaden; 42
2020-12-06;Sjælland; 13
2020-12-06;Syddanmark;  4
2020-12-06;Midtjylland; 10
2020-12-06;Nordjylland;  0
2020-12-06;Ukendt_region;  0
2020-12-07;Hovedstaden; 57
2020-12-07;Sjælland; 12
2020-12-07;Syddanmark;  6
2020-12-07;Midtjylland; 14
2020-12-07;Nordjylland;  1
2020-12-07;Ukendt_region;  0
2020-12-08;Hovedstaden; 39
2020-12-08;Sjælland;  8
2020-12-08;Syddanmark;  4
2020-12-08;Midtjylland;  8
2020-12-08;Nordjylland;  3
2020-12-08;Ukendt_region;  0
2020-12-09;Hovedstaden; 46
2020-12-09;Sjælland;  9
2020-12-09;Syddanmark;  6
2020-12-09;Midtjylland; 13
2020-12-09;Nordjylland;  1
2020-12-09;Ukendt_region;  1
2020-12-10;Hovedstaden; 55
2020-12-10;Sjælland; 17
2020-12-10;Syddanmark; 12
2020-12-10;Midtjylland; 14
2020-12-10;Nordjylland;  1
2020-12-10;Ukendt_region;  1
2020-12-11;Hovedstaden; 48
2020-12-11;Sjælland; 15
2020-12-11;Syddanmark;  6
2020-12-11;Midtjylland; 24
2020-12-11;Nordjylland;  1
2020-12-11;Ukendt_region;  1
2020-12-12;Hovedstaden; 56
2020-12-12;Sjælland;  7
2020-12-12;Syddanmark;  6
2020-12-12;Midtjylland; 10
2020-12-12;Nordjylland;  4
2020-12-12;Ukendt_region;  2
2020-12-13;Hovedstaden; 57
2020-12-13;Sjælland; 19
2020-12-13;Syddanmark; 13
2020-12-13;Midtjylland; 11
2020-12-13;Nordjylland;  3
2020-12-13;Ukendt_region;  0
2020-12-14;Hovedstaden; 72
2020-12-14;Sjælland; 25
2020-12-14;Syddanmark; 10
2020-12-14;Midtjylland; 17
2020-12-14;Nordjylland;  2
2020-12-14;Ukendt_region;  0
2020-12-15;Hovedstaden; 74
2020-12-15;Sjælland; 35
2020-12-15;Syddanmark; 13
2020-12-15;Midtjylland; 20
2020-12-15;Nordjylland;  4
2020-12-15;Ukendt_region;  0
2020-12-16;Hovedstaden; 91
2020-12-16;Sjælland; 19
2020-12-16;Syddanmark; 11
2020-12-16;Midtjylland; 12
2020-12-16;Nordjylland;  6
2020-12-16;Ukendt_region;  2
2020-12-17;Hovedstaden; 87
2020-12-17;Sjælland; 23
2020-12-17;Syddanmark;  8
2020-12-17;Midtjylland; 22
2020-12-17;Nordjylland;  6
2020-12-17;Ukendt_region;  1
2020-12-18;Hovedstaden; 85
2020-12-18;Sjælland; 27
2020-12-18;Syddanmark; 11
2020-12-18;Midtjylland; 17
2020-12-18;Nordjylland;  7
2020-12-18;Ukendt_region;  2
2020-12-19;Hovedstaden; 92
2020-12-19;Sjælland; 18
2020-12-19;Syddanmark; 12
2020-12-19;Midtjylland; 20
2020-12-19;Nordjylland; 10
2020-12-19;Ukendt_region;  1
2020-12-20;Hovedstaden; 67
2020-12-20;Sjælland; 24
2020-12-20;Syddanmark; 11
2020-12-20;Midtjylland; 19
2020-12-20;Nordjylland;  7
2020-12-20;Ukendt_region;  0
2020-12-21;Hovedstaden;102
2020-12-21;Sjælland; 29
2020-12-21;Syddanmark; 19
2020-12-21;Midtjylland; 21
2020-12-21;Nordjylland; 11
2020-12-21;Ukendt_region;  2
2020-12-22;Hovedstaden; 77
2020-12-22;Sjælland; 31
2020-12-22;Syddanmark; 12
2020-12-22;Midtjylland; 19
2020-12-22;Nordjylland;  8
2020-12-22;Ukendt_region;  0
2020-12-23;Hovedstaden; 73
2020-12-23;Sjælland; 24
2020-12-23;Syddanmark; 15
2020-12-23;Midtjylland; 26
2020-12-23;Nordjylland; 14
2020-12-23;Ukendt_region;  0
2020-12-24;Hovedstaden; 67
2020-12-24;Sjælland; 20
2020-12-24;Syddanmark;  7
2020-12-24;Midtjylland; 21
2020-12-24;Nordjylland;  6
2020-12-24;Ukendt_region;  1
2020-12-25;Hovedstaden;100
2020-12-25;Sjælland; 25
2020-12-25;Syddanmark; 13
2020-12-25;Midtjylland; 25
2020-12-25;Nordjylland;  4
2020-12-25;Ukendt_region;  1
2020-12-26;Hovedstaden; 82
2020-12-26;Sjælland; 17
2020-12-26;Syddanmark; 14
2020-12-26;Midtjylland; 21
2020-12-26;Nordjylland;  9
2020-12-26;Ukendt_region;  1
2020-12-27;Hovedstaden; 77
2020-12-27;Sjælland; 23
2020-12-27;Syddanmark; 11
2020-12-27;Midtjylland; 17
2020-12-27;Nordjylland; 10
2020-12-27;Ukendt_region;  0
2020-12-28;Hovedstaden; 89
2020-12-28;Sjælland; 38
2020-12-28;Syddanmark; 33
2020-12-28;Midtjylland; 41
2020-12-28;Nordjylland;  8
2020-12-28;Ukendt_region;  1
2020-12-29;Hovedstaden; 79
2020-12-29;Sjælland; 20
2020-12-29;Syddanmark; 10
2020-12-29;Midtjylland; 29
2020-12-29;Nordjylland;  4
2020-12-29;Ukendt_region;  2
2020-12-30;Hovedstaden; 71
2020-12-30;Sjælland; 24
2020-12-30;Syddanmark; 11
2020-12-30;Midtjylland; 17
2020-12-30;Nordjylland;  4
2020-12-30;Ukendt_region;  0
2020-12-31;Hovedstaden; 61
2020-12-31;Sjælland; 19
2020-12-31;Syddanmark; 17
2020-12-31;Midtjylland; 13
2020-12-31;Nordjylland; 10
2020-12-31;Ukendt_region;  1
2021-01-01;Hovedstaden; 79
2021-01-01;Sjælland; 21
2021-01-01;Syddanmark; 17
2021-01-01;Midtjylland; 21
2021-01-01;Nordjylland; 10
2021-01-01;Ukendt_region;  2
2021-01-02;Hovedstaden; 63
2021-01-02;Sjælland; 32
2021-01-02;Syddanmark; 11
2021-01-02;Midtjylland; 18
2021-01-02;Nordjylland; 13
2021-01-02;Ukendt_region;  2
2021-01-03;Hovedstaden; 54
2021-01-03;Sjælland; 27
2021-01-03;Syddanmark; 12
2021-01-03;Midtjylland; 10
2021-01-03;Nordjylland; 12
2021-01-03;Ukendt_region;  1
2021-01-04;Hovedstaden; 66
2021-01-04;Sjælland; 37
2021-01-04;Syddanmark; 13
2021-01-04;Midtjylland; 28
2021-01-04;Nordjylland; 13
2021-01-04;Ukendt_region;  1
2021-01-05;Hovedstaden; 43
2021-01-05;Sjælland; 20
2021-01-05;Syddanmark; 15
2021-01-05;Midtjylland; 21
2021-01-05;Nordjylland;  6
2021-01-05;Ukendt_region;  0
2021-01-06;Hovedstaden; 62
2021-01-06;Sjælland; 28
2021-01-06;Syddanmark; 12
2021-01-06;Midtjylland; 20
2021-01-06;Nordjylland;  7
2021-01-06;Ukendt_region;  0
2021-01-07;Hovedstaden; 73
2021-01-07;Sjælland; 22
2021-01-07;Syddanmark; 17
2021-01-07;Midtjylland; 17
2021-01-07;Nordjylland;  9
2021-01-07;Ukendt_region;  1
2021-01-08;Hovedstaden; 50
2021-01-08;Sjælland; 27
2021-01-08;Syddanmark;  9
2021-01-08;Midtjylland; 22
2021-01-08;Nordjylland;  9
2021-01-08;Ukendt_region;  0
2021-01-09;Hovedstaden; 62
2021-01-09;Sjælland; 17
2021-01-09;Syddanmark; 14
2021-01-09;Midtjylland; 13
2021-01-09;Nordjylland;  7
2021-01-09;Ukendt_region;  0
2021-01-10;Hovedstaden; 42
2021-01-10;Sjælland; 23
2021-01-10;Syddanmark; 13
2021-01-10;Midtjylland; 16
2021-01-10;Nordjylland; 13
2021-01-10;Ukendt_region;  0
2021-01-11;Hovedstaden; 50
2021-01-11;Sjælland; 24
2021-01-11;Syddanmark; 19
2021-01-11;Midtjylland; 24
2021-01-11;Nordjylland;  5
2021-01-11;Ukendt_region;  1
2021-01-12;Hovedstaden; 45
2021-01-12;Sjælland; 14
2021-01-12;Syddanmark; 11
2021-01-12;Midtjylland; 21
2021-01-12;Nordjylland;  5
2021-01-12;Ukendt_region;  1
2021-01-13;Hovedstaden; 57
2021-01-13;Sjælland; 25
2021-01-13;Syddanmark;  6
2021-01-13;Midtjylland; 12
2021-01-13;Nordjylland;  5
2021-01-13;Ukendt_region;  1
2021-01-14;Hovedstaden; 40
2021-01-14;Sjælland; 14
2021-01-14;Syddanmark; 10
2021-01-14;Midtjylland; 17
2021-01-14;Nordjylland;  4
2021-01-14;Ukendt_region;  3
2021-01-15;Hovedstaden; 36
2021-01-15;Sjælland; 21
2021-01-15;Syddanmark; 21
2021-01-15;Midtjylland; 15
2021-01-15;Nordjylland;  6
2021-01-15;Ukendt_region;  0
2021-01-16;Hovedstaden; 33
2021-01-16;Sjælland; 13
2021-01-16;Syddanmark; 14
2021-01-16;Midtjylland; 13
2021-01-16;Nordjylland;  5
2021-01-16;Ukendt_region;  1
2021-01-17;Hovedstaden; 41
2021-01-17;Sjælland; 15
2021-01-17;Syddanmark; 12
2021-01-17;Midtjylland;  5
2021-01-17;Nordjylland;  7
2021-01-17;Ukendt_region;  0
2021-01-18;Hovedstaden; 55
2021-01-18;Sjælland; 20
2021-01-18;Syddanmark; 17
2021-01-18;Midtjylland; 21
2021-01-18;Nordjylland; 11
2021-01-18;Ukendt_region;  0
2021-01-19;Hovedstaden; 42
2021-01-19;Sjælland; 21
2021-01-19;Syddanmark; 18
2021-01-19;Midtjylland; 10
2021-01-19;Nordjylland; 14
2021-01-19;Ukendt_region;  0
2021-01-20;Hovedstaden; 30
2021-01-20;Sjælland;  9
2021-01-20;Syddanmark; 10
2021-01-20;Midtjylland;  6
2021-01-20;Nordjylland; 11
2021-01-20;Ukendt_region;  0
2021-01-21;Hovedstaden; 47
2021-01-21;Sjælland; 16
2021-01-21;Syddanmark;  9
2021-01-21;Midtjylland;  9
2021-01-21;Nordjylland;  7
2021-01-21;Ukendt_region;  1
2021-01-22;Hovedstaden; 39
2021-01-22;Sjælland; 15
2021-01-22;Syddanmark;  9
2021-01-22;Midtjylland; 11
2021-01-22;Nordjylland;  6
2021-01-22;Ukendt_region;  1
2021-01-23;Hovedstaden; 35
2021-01-23;Sjælland; 14
2021-01-23;Syddanmark;  2
2021-01-23;Midtjylland;  4
2021-01-23;Nordjylland;  3
2021-01-23;Ukendt_region;  1
2021-01-24;Hovedstaden; 26
2021-01-24;Sjælland; 12
2021-01-24;Syddanmark;  6
2021-01-24;Midtjylland;  8
2021-01-24;Nordjylland;  8
2021-01-24;Ukendt_region;  0
2021-01-25;Hovedstaden; 39
2021-01-25;Sjælland; 14
2021-01-25;Syddanmark;  8
2021-01-25;Midtjylland;  7
2021-01-25;Nordjylland;  5
2021-01-25;Ukendt_region;  0
2021-01-26;Hovedstaden; 28
2021-01-26;Sjælland;  9
2021-01-26;Syddanmark;  3
2021-01-26;Midtjylland;  5
2021-01-26;Nordjylland;  5
2021-01-26;Ukendt_region;  0
2021-01-27;Hovedstaden; 28
2021-01-27;Sjælland; 15
2021-01-27;Syddanmark;  7
2021-01-27;Midtjylland;  5
2021-01-27;Nordjylland;  3
2021-01-27;Ukendt_region;  0
2021-01-28;Hovedstaden; 20
2021-01-28;Sjælland; 12
2021-01-28;Syddanmark;  7
2021-01-28;Midtjylland;  7
2021-01-28;Nordjylland;  5
2021-01-28;Ukendt_region;  0
2021-01-29;Hovedstaden; 18
2021-01-29;Sjælland; 12
2021-01-29;Syddanmark;  5
2021-01-29;Midtjylland;  6
2021-01-29;Nordjylland;  6
2021-01-29;Ukendt_region;  1
2021-01-30;Hovedstaden; 13
2021-01-30;Sjælland;  6
2021-01-30;Syddanmark;  2
2021-01-30;Midtjylland;  3
2021-01-30;Nordjylland;  5
2021-01-30;Ukendt_region;  0
2021-01-31;Hovedstaden; 20
2021-01-31;Sjælland;  5
2021-01-31;Syddanmark;  6
2021-01-31;Midtjylland;  7
2021-01-31;Nordjylland;  2
2021-01-31;Ukendt_region;  1
2021-02-01;Hovedstaden; 23
2021-02-01;Sjælland;  8
2021-02-01;Syddanmark;  7
2021-02-01;Midtjylland;  5
2021-02-01;Nordjylland;  3
2021-02-01;Ukendt_region;  1
2021-02-02;Hovedstaden; 19
2021-02-02;Sjælland;  3
2021-02-02;Syddanmark;  5
2021-02-02;Midtjylland;  3
2021-02-02;Nordjylland;  6
2021-02-02;Ukendt_region;  0
2021-02-03;Hovedstaden;  8
2021-02-03;Sjælland; 10
2021-02-03;Syddanmark;  4
2021-02-03;Midtjylland;  2
2021-02-03;Nordjylland;  6
2021-02-03;Ukendt_region;  2
2021-02-04;Hovedstaden; 18
2021-02-04;Sjælland;  7
2021-02-04;Syddanmark;  3
2021-02-04;Midtjylland;  4
2021-02-04;Nordjylland;  1
2021-02-04;Ukendt_region;  0
2021-02-05;Hovedstaden; 17
2021-02-05;Sjælland; 12
2021-02-05;Syddanmark;  2
2021-02-05;Midtjylland;  4
2021-02-05;Nordjylland;  3
2021-02-05;Ukendt_region;  1
2021-02-06;Hovedstaden;  6
2021-02-06;Sjælland;  2
2021-02-06;Syddanmark;  5
2021-02-06;Midtjylland;  2
2021-02-06;Nordjylland;  3
2021-02-06;Ukendt_region;  3
2021-02-07;Hovedstaden; 21
2021-02-07;Sjælland;  3
2021-02-07;Syddanmark;  2
2021-02-07;Midtjylland;  1
2021-02-07;Nordjylland;  2
2021-02-07;Ukendt_region;  1
2021-02-08;Hovedstaden; 13
2021-02-08;Sjælland;  9
2021-02-08;Syddanmark;  5
2021-02-08;Midtjylland;  4
2021-02-08;Nordjylland;  4
2021-02-08;Ukendt_region;  0
2021-02-09;Hovedstaden; 18
2021-02-09;Sjælland;  8
2021-02-09;Syddanmark;  6
2021-02-09;Midtjylland;  1
2021-02-09;Nordjylland;  7
2021-02-09;Ukendt_region;  0
2021-02-10;Hovedstaden; 18
2021-02-10;Sjælland;  7
2021-02-10;Syddanmark;  5
2021-02-10;Midtjylland;  5
2021-02-10;Nordjylland;  1
2021-02-10;Ukendt_region;  0
2021-02-11;Hovedstaden;  8
2021-02-11;Sjælland;  6
2021-02-11;Syddanmark;  2
2021-02-11;Midtjylland;  5
2021-02-11;Nordjylland;  1
2021-02-11;Ukendt_region;  1
2021-02-12;Hovedstaden; 11
2021-02-12;Sjælland;  3
2021-02-12;Syddanmark;  5
2021-02-12;Midtjylland;  2
2021-02-12;Nordjylland;  1
2021-02-12;Ukendt_region;  0
2021-02-13;Hovedstaden; 14
2021-02-13;Sjælland;  7
2021-02-13;Syddanmark;  9
2021-02-13;Midtjylland;  2
2021-02-13;Nordjylland;  1
2021-02-13;Ukendt_region;  0
2021-02-14;Hovedstaden;  6
2021-02-14;Sjælland;  9
2021-02-14;Syddanmark;  2
2021-02-14;Midtjylland;  3
2021-02-14;Nordjylland;  1
2021-02-14;Ukendt_region;  0
2021-02-15;Hovedstaden;  6
2021-02-15;Sjælland;  7
2021-02-15;Syddanmark;  4
2021-02-15;Midtjylland;  4
2021-02-15;Nordjylland;  4
2021-02-15;Ukendt_region;  0
2021-02-16;Hovedstaden;  9
2021-02-16;Sjælland;  4
2021-02-16;Syddanmark;  3
2021-02-16;Midtjylland;  2
2021-02-16;Nordjylland;  1
2021-02-16;Ukendt_region;  0
2021-02-17;Hovedstaden;  8
2021-02-17;Sjælland;  4
2021-02-17;Syddanmark;  2
2021-02-17;Midtjylland;  4
2021-02-17;Nordjylland;  4
2021-02-17;Ukendt_region;  0
2021-02-18;Hovedstaden; 11
2021-02-18;Sjælland;  6
2021-02-18;Syddanmark;  5
2021-02-18;Midtjylland;  4
2021-02-18;Nordjylland;  5
2021-02-18;Ukendt_region;  0
2021-02-19;Hovedstaden; 12
2021-02-19;Sjælland;  7
2021-02-19;Syddanmark;  9
2021-02-19;Midtjylland;  1
2021-02-19;Nordjylland;  1
2021-02-19;Ukendt_region;  1
2021-02-20;Hovedstaden; 13
2021-02-20;Sjælland;  3
2021-02-20;Syddanmark;  4
2021-02-20;Midtjylland;  1
2021-02-20;Nordjylland;  2
2021-02-20;Ukendt_region;  1
2021-02-21;Hovedstaden;  6
2021-02-21;Sjælland;  3
2021-02-21;Syddanmark;  6
2021-02-21;Midtjylland;  1
2021-02-21;Nordjylland;  4
2021-02-21;Ukendt_region;  0
2021-02-22;Hovedstaden;  9
2021-02-22;Sjælland;  8
2021-02-22;Syddanmark;  4
2021-02-22;Midtjylland;  4
2021-02-22;Nordjylland;  3
2021-02-22;Ukendt_region;  0
2021-02-23;Hovedstaden;  8
2021-02-23;Sjælland;  6
2021-02-23;Syddanmark;  4
2021-02-23;Midtjylland;  2
2021-02-23;Nordjylland;  4
2021-02-23;Ukendt_region;  0
2021-02-24;Hovedstaden; 15
2021-02-24;Sjælland;  4
2021-02-24;Syddanmark;  6
2021-02-24;Midtjylland;  3
2021-02-24;Nordjylland;  4
2021-02-24;Ukendt_region;  0
2021-02-25;Hovedstaden; 13
2021-02-25;Sjælland;  4
2021-02-25;Syddanmark; 11
2021-02-25;Midtjylland;  6
2021-02-25;Nordjylland;  0
2021-02-25;Ukendt_region;  0
2021-02-26;Hovedstaden;  8
2021-02-26;Sjælland;  4
2021-02-26;Syddanmark; 10
2021-02-26;Midtjylland;  3
2021-02-26;Nordjylland;  1
2021-02-26;Ukendt_region;  0
2021-02-27;Hovedstaden; 12
2021-02-27;Sjælland;  6
2021-02-27;Syddanmark;  5
2021-02-27;Midtjylland;  4
2021-02-27;Nordjylland;  0
2021-02-27;Ukendt_region;  0
2021-02-28;Hovedstaden; 12
2021-02-28;Sjælland;  3
2021-02-28;Syddanmark;  5
2021-02-28;Midtjylland;  1
2021-02-28;Nordjylland;  1
2021-02-28;Ukendt_region;  0
2021-03-01;Hovedstaden;  7
2021-03-01;Sjælland; 11
2021-03-01;Syddanmark;  4
2021-03-01;Midtjylland;  2
2021-03-01;Nordjylland;  0
2021-03-01;Ukendt_region;  1
2021-03-02;Hovedstaden; 16
2021-03-02;Sjælland;  8
2021-03-02;Syddanmark;  8
2021-03-02;Midtjylland;  2
2021-03-02;Nordjylland;  2
2021-03-02;Ukendt_region;  1
2021-03-03;Hovedstaden; 14
2021-03-03;Sjælland;  1
2021-03-03;Syddanmark;  9
2021-03-03;Midtjylland;  1
2021-03-03;Nordjylland;  2
2021-03-03;Ukendt_region;  1
2021-03-04;Hovedstaden; 14
2021-03-04;Sjælland;  2
2021-03-04;Syddanmark;  8
2021-03-04;Midtjylland;  3
2021-03-04;Nordjylland;  1
2021-03-04;Ukendt_region;  1
2021-03-05;Hovedstaden;  6
2021-03-05;Sjælland;  5
2021-03-05;Syddanmark;  6
2021-03-05;Midtjylland;  5
2021-03-05;Nordjylland;  0
2021-03-05;Ukendt_region;  1
2021-03-06;Hovedstaden; 17
2021-03-06;Sjælland;  6
2021-03-06;Syddanmark;  8
2021-03-06;Midtjylland;  5
2021-03-06;Nordjylland;  3
2021-03-06;Ukendt_region;  1
2021-03-07;Hovedstaden;  9
2021-03-07;Sjælland;  5
2021-03-07;Syddanmark;  7
2021-03-07;Midtjylland;  1
2021-03-07;Nordjylland;  0
2021-03-07;Ukendt_region;  0
2021-03-08;Hovedstaden; 12
2021-03-08;Sjælland;  4
2021-03-08;Syddanmark;  5
2021-03-08;Midtjylland;  2
2021-03-08;Nordjylland;  0
2021-03-08;Ukendt_region;  0
2021-03-09;Hovedstaden; 12
2021-03-09;Sjælland; 10
2021-03-09;Syddanmark; 10
2021-03-09;Midtjylland;  1
2021-03-09;Nordjylland;  0
2021-03-09;Ukendt_region;  0
2021-03-10;Hovedstaden; 12
2021-03-10;Sjælland;  7
2021-03-10;Syddanmark; 10
2021-03-10;Midtjylland;  1
2021-03-10;Nordjylland;  0
2021-03-10;Ukendt_region;  0
2021-03-11;Hovedstaden; 16
2021-03-11;Sjælland;  5
2021-03-11;Syddanmark;  5
2021-03-11;Midtjylland;  2
2021-03-11;Nordjylland;  1
2021-03-11;Ukendt_region;  0
2021-03-12;Hovedstaden;  7
2021-03-12;Sjælland;  1
2021-03-12;Syddanmark;  4
2021-03-12;Midtjylland;  2
2021-03-12;Nordjylland;  1
2021-03-12;Ukendt_region;  1
2021-03-13;Hovedstaden; 15
2021-03-13;Sjælland;  7
2021-03-13;Syddanmark;  7
2021-03-13;Midtjylland;  2
2021-03-13;Nordjylland;  0
2021-03-13;Ukendt_region;  0
2021-03-14;Hovedstaden; 10
2021-03-14;Sjælland;  4
2021-03-14;Syddanmark;  8
2021-03-14;Midtjylland;  2
2021-03-14;Nordjylland;  1
2021-03-14;Ukendt_region;  0
2021-03-15;Hovedstaden; 10
2021-03-15;Sjælland;  8
2021-03-15;Syddanmark;  2
2021-03-15;Midtjylland;  5
2021-03-15;Nordjylland;  0
2021-03-15;Ukendt_region;  0
2021-03-16;Hovedstaden; 15
2021-03-16;Sjælland;  4
2021-03-16;Syddanmark; 10
2021-03-16;Midtjylland;  4
2021-03-16;Nordjylland;  1
2021-03-16;Ukendt_region;  1
2021-03-17;Hovedstaden; 10
2021-03-17;Sjælland;  6
2021-03-17;Syddanmark;  5
2021-03-17;Midtjylland;  4
2021-03-17;Nordjylland;  0
2021-03-17;Ukendt_region;  2
2021-03-18;Hovedstaden;  9
2021-03-18;Sjælland;  6
2021-03-18;Syddanmark; 10
2021-03-18;Midtjylland;  0
2021-03-18;Nordjylland;  0
2021-03-18;Ukendt_region;  1
2021-03-19;Hovedstaden;  7
2021-03-19;Sjælland;  4
2021-03-19;Syddanmark;  3
2021-03-19;Midtjylland;  3
2021-03-19;Nordjylland;  1
2021-03-19;Ukendt_region;  0
2021-03-20;Hovedstaden; 10
2021-03-20;Sjælland;  4
2021-03-20;Syddanmark;  3
2021-03-20;Midtjylland;  3
2021-03-20;Nordjylland;  1
2021-03-20;Ukendt_region;  0
2021-03-21;Hovedstaden; 10
2021-03-21;Sjælland;  3
2021-03-21;Syddanmark; 11
2021-03-21;Midtjylland;  5
2021-03-21;Nordjylland;  2
2021-03-21;Ukendt_region;  0
2021-03-22;Hovedstaden; 27
2021-03-22;Sjælland;  5
2021-03-22;Syddanmark;  4
2021-03-22;Midtjylland;  4
2021-03-22;Nordjylland;  1
2021-03-22;Ukendt_region;  1
2021-03-23;Hovedstaden;  9
2021-03-23;Sjælland;  3
2021-03-23;Syddanmark;  7
2021-03-23;Midtjylland;  3
2021-03-23;Nordjylland;  2
2021-03-23;Ukendt_region;  0
2021-03-24;Hovedstaden; 10
2021-03-24;Sjælland;  4
2021-03-24;Syddanmark; 10
2021-03-24;Midtjylland;  3
2021-03-24;Nordjylland;  2
2021-03-24;Ukendt_region;  0
2021-03-25;Hovedstaden; 20
2021-03-25;Sjælland;  1
2021-03-25;Syddanmark; 11
2021-03-25;Midtjylland;  7
2021-03-25;Nordjylland;  1
2021-03-25;Ukendt_region;  0
2021-03-26;Hovedstaden; 18
2021-03-26;Sjælland;  0
2021-03-26;Syddanmark;  7
2021-03-26;Midtjylland;  4
2021-03-26;Nordjylland;  3
2021-03-26;Ukendt_region;  1
2021-03-27;Hovedstaden; 20
2021-03-27;Sjælland;  6
2021-03-27;Syddanmark;  4
2021-03-27;Midtjylland;  6
2021-03-27;Nordjylland;  1
2021-03-27;Ukendt_region;  0
2021-03-28;Hovedstaden; 15
2021-03-28;Sjælland;  7
2021-03-28;Syddanmark;  5
2021-03-28;Midtjylland;  5
2021-03-28;Nordjylland;  1
2021-03-28;Ukendt_region;  0
2021-03-29;Hovedstaden; 19
2021-03-29;Sjælland;  6
2021-03-29;Syddanmark;  8
2021-03-29;Midtjylland;  9
2021-03-29;Nordjylland;  7
2021-03-29;Ukendt_region;  2
2021-03-30;Hovedstaden; 26
2021-03-30;Sjælland;  4
2021-03-30;Syddanmark;  2
2021-03-30;Midtjylland;  2
2021-03-30;Nordjylland;  0
2021-03-30;Ukendt_region;  1
2021-03-31;Hovedstaden; 19
2021-03-31;Sjælland;  9
2021-03-31;Syddanmark;  8
2021-03-31;Midtjylland;  7
2021-03-31;Nordjylland;  2
2021-03-31;Ukendt_region;  0
2021-04-01;Hovedstaden; 17
2021-04-01;Sjælland;  0
2021-04-01;Syddanmark;  8
2021-04-01;Midtjylland;  8
2021-04-01;Nordjylland;  0
2021-04-01;Ukendt_region;  1
2021-04-02;Hovedstaden; 15
2021-04-02;Sjælland;  2
2021-04-02;Syddanmark;  9
2021-04-02;Midtjylland;  2
2021-04-02;Nordjylland;  2
2021-04-02;Ukendt_region;  1
2021-04-03;Hovedstaden; 20
2021-04-03;Sjælland;  3
2021-04-03;Syddanmark;  3
2021-04-03;Midtjylland;  2
2021-04-03;Nordjylland;  2
2021-04-03;Ukendt_region;  0
2021-04-04;Hovedstaden; 17
2021-04-04;Sjælland;  3
2021-04-04;Syddanmark;  5
2021-04-04;Midtjylland;  1
2021-04-04;Nordjylland;  2
2021-04-04;Ukendt_region;  0
2021-04-05;Hovedstaden; 15
2021-04-05;Sjælland;  3
2021-04-05;Syddanmark;  4
2021-04-05;Midtjylland;  2
2021-04-05;Nordjylland;  0
2021-04-05;Ukendt_region;  0
2021-04-06;Hovedstaden; 22
2021-04-06;Sjælland;  5
2021-04-06;Syddanmark;  5
2021-04-06;Midtjylland;  7
2021-04-06;Nordjylland;  4
2021-04-06;Ukendt_region;  1
2021-04-07;Hovedstaden; 16
2021-04-07;Sjælland;  3
2021-04-07;Syddanmark;  2
2021-04-07;Midtjylland;  4
2021-04-07;Nordjylland;  5
2021-04-07;Ukendt_region;  1
2021-04-08;Hovedstaden; 14
2021-04-08;Sjælland;  9
2021-04-08;Syddanmark;  2
2021-04-08;Midtjylland;  4
2021-04-08;Nordjylland;  3
2021-04-08;Ukendt_region;  2
2021-04-09;Hovedstaden; 17
2021-04-09;Sjælland;  3
2021-04-09;Syddanmark;  3
2021-04-09;Midtjylland;  4
2021-04-09;Nordjylland;  3
2021-04-09;Ukendt_region;  0
2021-04-10;Hovedstaden; 14
2021-04-10;Sjælland;  3
2021-04-10;Syddanmark;  5
2021-04-10;Midtjylland;  5
2021-04-10;Nordjylland;  0
2021-04-10;Ukendt_region;  1
2021-04-11;Hovedstaden; 14
2021-04-11;Sjælland;  3
2021-04-11;Syddanmark;  4
2021-04-11;Midtjylland;  4
2021-04-11;Nordjylland;  0
2021-04-11;Ukendt_region;  0
