"Kommune";"Dato";"Bekræftede tilfælde"
846;2021-01-27;2
851;2021-01-27;17
860;2021-01-27;4
101;2021-01-28;70
147;2021-01-28;10
151;2021-01-28;3
153;2021-01-28;7
155;2021-01-28;5
157;2021-01-28;9
159;2021-01-28;11
161;2021-01-28;3
163;2021-01-28;4
165;2021-01-28;9
167;2021-01-28;16
169;2021-01-28;9
173;2021-01-28;4
175;2021-01-28;8
183;2021-01-28;4
185;2021-01-28;2
187;2021-01-28;5
190;2021-01-28;5
210;2021-01-28;10
217;2021-01-28;12
219;2021-01-28;2
223;2021-01-28;1
230;2021-01-28;10
240;2021-01-28;9
250;2021-01-28;4
253;2021-01-28;15
259;2021-01-28;7
260;2021-01-28;1
265;2021-01-28;10
269;2021-01-28;3
270;2021-01-28;1
306;2021-01-28;2
316;2021-01-28;11
320;2021-01-28;4
326;2021-01-28;2
329;2021-01-28;2
330;2021-01-28;8
336;2021-01-28;4
340;2021-01-28;1
350;2021-01-28;7
360;2021-01-28;2
370;2021-01-28;3
376;2021-01-28;1
390;2021-01-28;1
410;2021-01-28;1
420;2021-01-28;1
430;2021-01-28;3
440;2021-01-28;1
450;2021-01-28;5
461;2021-01-28;11
479;2021-01-28;2
480;2021-01-28;3
482;2021-01-28;2
510;2021-01-28;4
530;2021-01-28;1
540;2021-01-28;3
550;2021-01-28;1
561;2021-01-28;9
573;2021-01-28;6
575;2021-01-28;1
580;2021-01-28;4
607;2021-01-28;2
615;2021-01-28;3
621;2021-01-28;2
630;2021-01-28;8
657;2021-01-28;4
661;2021-01-28;2
665;2021-01-28;1
671;2021-01-28;2
706;2021-01-28;3
707;2021-01-28;3
710;2021-01-28;1
730;2021-01-28;7
740;2021-01-28;6
746;2021-01-28;5
751;2021-01-28;20
756;2021-01-28;3
760;2021-01-28;2
766;2021-01-28;1
773;2021-01-28;2
779;2021-01-28;8
787;2021-01-28;5
791;2021-01-28;3
813;2021-01-28;3
820;2021-01-28;1
840;2021-01-28;1
849;2021-01-28;5
851;2021-01-28;19
860;2021-01-28;4
101;2021-01-29;68
147;2021-01-29;11
151;2021-01-29;1
153;2021-01-29;4
155;2021-01-29;1
157;2021-01-29;11
159;2021-01-29;5
161;2021-01-29;1
163;2021-01-29;2
165;2021-01-29;2
167;2021-01-29;4
169;2021-01-29;16
173;2021-01-29;5
175;2021-01-29;4
183;2021-01-29;3
185;2021-01-29;2
187;2021-01-29;3
190;2021-01-29;7
201;2021-01-29;2
210;2021-01-29;2
217;2021-01-29;5
219;2021-01-29;4
223;2021-01-29;3
230;2021-01-29;3
240;2021-01-29;4
250;2021-01-29;2
253;2021-01-29;12
259;2021-01-29;8
260;2021-01-29;2
265;2021-01-29;8
269;2021-01-29;1
270;2021-01-29;3
316;2021-01-29;2
320;2021-01-29;1
326;2021-01-29;3
329;2021-01-29;6
330;2021-01-29;5
336;2021-01-29;3
340;2021-01-29;2
350;2021-01-29;4
360;2021-01-29;3
370;2021-01-29;1
376;2021-01-29;1
390;2021-01-29;2
400;2021-01-29;1
410;2021-01-29;4
420;2021-01-29;2
430;2021-01-29;3
450;2021-01-29;4
461;2021-01-29;3
479;2021-01-29;7
480;2021-01-29;5
482;2021-01-29;1
510;2021-01-29;9
530;2021-01-29;1
540;2021-01-29;7
550;2021-01-29;2
561;2021-01-29;5
573;2021-01-29;3
575;2021-01-29;7
580;2021-01-29;5
607;2021-01-29;3
615;2021-01-29;8
621;2021-01-29;6
630;2021-01-29;3
657;2021-01-29;2
661;2021-01-29;2
665;2021-01-29;3
671;2021-01-29;1
706;2021-01-29;3
710;2021-01-29;2
730;2021-01-29;6
746;2021-01-29;5
751;2021-01-29;8
766;2021-01-29;1
773;2021-01-29;3
779;2021-01-29;4
787;2021-01-29;6
813;2021-01-29;1
840;2021-01-29;1
846;2021-01-29;2
849;2021-01-29;1
851;2021-01-29;15
860;2021-01-29;2
101;2021-01-30;63
147;2021-01-30;11
151;2021-01-30;5
153;2021-01-30;4
155;2021-01-30;1
157;2021-01-30;1
159;2021-01-30;7
161;2021-01-30;1
163;2021-01-30;3
165;2021-01-30;5
167;2021-01-30;6
169;2021-01-30;4
173;2021-01-30;4
175;2021-01-30;3
183;2021-01-30;1
185;2021-01-30;5
187;2021-01-30;1
190;2021-01-30;3
201;2021-01-30;1
210;2021-01-30;7
217;2021-01-30;3
219;2021-01-30;3
223;2021-01-30;3
230;2021-01-30;4
240;2021-01-30;1
250;2021-01-30;3
253;2021-01-30;4
259;2021-01-30;9
260;2021-01-30;2
265;2021-01-30;14
270;2021-01-30;6
306;2021-01-30;3
316;2021-01-30;3
326;2021-01-30;1
329;2021-01-30;1
330;2021-01-30;3
340;2021-01-30;2
350;2021-01-30;5
360;2021-01-30;2
370;2021-01-30;7
390;2021-01-30;1
420;2021-01-30;3
430;2021-01-30;3
440;2021-01-30;2
461;2021-01-30;20
479;2021-01-30;1
482;2021-01-30;1
510;2021-01-30;4
540;2021-01-30;4
550;2021-01-30;2
561;2021-01-30;8
573;2021-01-30;7
575;2021-01-30;1
580;2021-01-30;2
607;2021-01-30;3
615;2021-01-30;10
621;2021-01-30;3
630;2021-01-30;6
657;2021-01-30;1
661;2021-01-30;3
730;2021-01-30;2
740;2021-01-30;1
746;2021-01-30;1
751;2021-01-30;14
756;2021-01-30;1
760;2021-01-30;1
773;2021-01-30;1
779;2021-01-30;1
791;2021-01-30;3
810;2021-01-30;1
813;2021-01-30;1
820;2021-01-30;3
840;2021-01-30;1
846;2021-01-30;4
851;2021-01-30;16
860;2021-01-30;2
101;2021-01-31;62
147;2021-01-31;4
151;2021-01-31;8
153;2021-01-31;8
155;2021-01-31;1
157;2021-01-31;8
159;2021-01-31;15
161;2021-01-31;4
163;2021-01-31;4
165;2021-01-31;3
167;2021-01-31;2
169;2021-01-31;2
173;2021-01-31;5
175;2021-01-31;5
183;2021-01-31;3
185;2021-01-31;3
187;2021-01-31;1
190;2021-01-31;5
210;2021-01-31;1
217;2021-01-31;1
219;2021-01-31;7
223;2021-01-31;2
230;2021-01-31;6
240;2021-01-31;7
250;2021-01-31;6
253;2021-01-31;9
259;2021-01-31;6
260;2021-01-31;2
265;2021-01-31;3
270;2021-01-31;1
306;2021-01-31;2
316;2021-01-31;5
320;2021-01-31;4
326;2021-01-31;3
329;2021-01-31;1
330;2021-01-31;8
336;2021-01-31;4
340;2021-01-31;1
350;2021-01-31;3
360;2021-01-31;3
370;2021-01-31;2
376;2021-01-31;2
390;2021-01-31;3
410;2021-01-31;2
430;2021-01-31;2
440;2021-01-31;1
450;2021-01-31;2
461;2021-01-31;13
479;2021-01-31;5
480;2021-01-31;1
510;2021-01-31;2
530;2021-01-31;1
540;2021-01-31;10
550;2021-01-31;1
561;2021-01-31;8
573;2021-01-31;3
575;2021-01-31;1
580;2021-01-31;1
607;2021-01-31;2
615;2021-01-31;4
621;2021-01-31;8
630;2021-01-31;3
657;2021-01-31;4
671;2021-01-31;1
706;2021-01-31;2
707;2021-01-31;1
727;2021-01-31;4
730;2021-01-31;3
740;2021-01-31;1
746;2021-01-31;2
751;2021-01-31;16
756;2021-01-31;1
760;2021-01-31;1
766;2021-01-31;3
773;2021-01-31;3
779;2021-01-31;1
787;2021-01-31;2
791;2021-01-31;1
810;2021-01-31;2
813;2021-01-31;4
820;2021-01-31;1
840;2021-01-31;1
846;2021-01-31;1
851;2021-01-31;12
860;2021-01-31;6
101;2021-02-01;67
147;2021-02-01;9
151;2021-02-01;1
153;2021-02-01;10
157;2021-02-01;7
159;2021-02-01;9
161;2021-02-01;4
163;2021-02-01;3
165;2021-02-01;6
167;2021-02-01;12
169;2021-02-01;10
173;2021-02-01;5
175;2021-02-01;8
183;2021-02-01;4
185;2021-02-01;4
187;2021-02-01;4
190;2021-02-01;4
210;2021-02-01;4
217;2021-02-01;5
219;2021-02-01;3
223;2021-02-01;5
230;2021-02-01;2
240;2021-02-01;2
250;2021-02-01;6
253;2021-02-01;12
259;2021-02-01;22
260;2021-02-01;2
265;2021-02-01;8
269;2021-02-01;4
270;2021-02-01;8
306;2021-02-01;1
316;2021-02-01;6
320;2021-02-01;1
326;2021-02-01;1
329;2021-02-01;3
330;2021-02-01;10
336;2021-02-01;3
350;2021-02-01;2
360;2021-02-01;2
370;2021-02-01;7
376;2021-02-01;3
390;2021-02-01;1
400;2021-02-01;1
420;2021-02-01;5
430;2021-02-01;1
440;2021-02-01;2
450;2021-02-01;4
461;2021-02-01;16
479;2021-02-01;10
480;2021-02-01;1
510;2021-02-01;3
530;2021-02-01;2
540;2021-02-01;9
561;2021-02-01;5
563;2021-02-01;1
573;2021-02-01;13
575;2021-02-01;6
607;2021-02-01;1
615;2021-02-01;11
621;2021-02-01;12
630;2021-02-01;5
657;2021-02-01;2
661;2021-02-01;4
671;2021-02-01;2
706;2021-02-01;2
707;2021-02-01;1
727;2021-02-01;1
730;2021-02-01;5
740;2021-02-01;3
746;2021-02-01;4
751;2021-02-01;20
756;2021-02-01;3
760;2021-02-01;2
773;2021-02-01;5
779;2021-02-01;2
787;2021-02-01;10
791;2021-02-01;3
810;2021-02-01;3
813;2021-02-01;5
820;2021-02-01;1
846;2021-02-01;5
851;2021-02-01;14
860;2021-02-01;3
101;2021-02-02;84
147;2021-02-02;10
151;2021-02-02;4
153;2021-02-02;3
157;2021-02-02;4
159;2021-02-02;5
161;2021-02-02;2
163;2021-02-02;4
165;2021-02-02;3
167;2021-02-02;13
169;2021-02-02;13
173;2021-02-02;2
175;2021-02-02;6
183;2021-02-02;3
185;2021-02-02;9
187;2021-02-02;4
190;2021-02-02;1
201;2021-02-02;2
210;2021-02-02;6
217;2021-02-02;4
219;2021-02-02;2
223;2021-02-02;2
230;2021-02-02;4
240;2021-02-02;3
250;2021-02-02;3
253;2021-02-02;11
259;2021-02-02;9
260;2021-02-02;1
265;2021-02-02;10
269;2021-02-02;3
270;2021-02-02;6
306;2021-02-02;2
316;2021-02-02;5
326;2021-02-02;3
329;2021-02-02;3
330;2021-02-02;7
336;2021-02-02;1
340;2021-02-02;1
350;2021-02-02;2
360;2021-02-02;4
370;2021-02-02;11
376;2021-02-02;2
390;2021-02-02;4
410;2021-02-02;3
420;2021-02-02;2
430;2021-02-02;14
440;2021-02-02;1
450;2021-02-02;7
461;2021-02-02;11
479;2021-02-02;7
480;2021-02-02;2
482;2021-02-02;2
510;2021-02-02;2
561;2021-02-02;5
573;2021-02-02;12
575;2021-02-02;2
580;2021-02-02;2
607;2021-02-02;6
615;2021-02-02;9
621;2021-02-02;9
630;2021-02-02;7
657;2021-02-02;3
661;2021-02-02;1
706;2021-02-02;1
707;2021-02-02;5
710;2021-02-02;1
727;2021-02-02;3
730;2021-02-02;8
740;2021-02-02;3
746;2021-02-02;8
751;2021-02-02;17
760;2021-02-02;2
773;2021-02-02;3
787;2021-02-02;4
791;2021-02-02;2
813;2021-02-02;5
820;2021-02-02;2
840;2021-02-02;2
846;2021-02-02;4
849;2021-02-02;5
851;2021-02-02;19
860;2021-02-02;2
101;2021-02-03;54
147;2021-02-03;3
151;2021-02-03;2
153;2021-02-03;5
157;2021-02-03;3
159;2021-02-03;3
161;2021-02-03;1
163;2021-02-03;4
165;2021-02-03;5
167;2021-02-03;5
169;2021-02-03;11
173;2021-02-03;5
175;2021-02-03;2
183;2021-02-03;8
185;2021-02-03;5
187;2021-02-03;3
190;2021-02-03;3
210;2021-02-03;7
217;2021-02-03;3
219;2021-02-03;1
223;2021-02-03;1
230;2021-02-03;1
240;2021-02-03;8
250;2021-02-03;7
253;2021-02-03;9
259;2021-02-03;11
265;2021-02-03;9
269;2021-02-03;5
270;2021-02-03;7
306;2021-02-03;1
316;2021-02-03;7
320;2021-02-03;4
326;2021-02-03;2
329;2021-02-03;4
330;2021-02-03;6
336;2021-02-03;1
350;2021-02-03;2
370;2021-02-03;9
390;2021-02-03;3
410;2021-02-03;1
420;2021-02-03;3
430;2021-02-03;7
450;2021-02-03;7
461;2021-02-03;22
479;2021-02-03;8
482;2021-02-03;1
510;2021-02-03;2
530;2021-02-03;2
540;2021-02-03;10
561;2021-02-03;11
573;2021-02-03;5
575;2021-02-03;11
580;2021-02-03;1
607;2021-02-03;3
615;2021-02-03;6
621;2021-02-03;9
630;2021-02-03;1
657;2021-02-03;5
661;2021-02-03;3
665;2021-02-03;1
671;2021-02-03;2
710;2021-02-03;4
730;2021-02-03;4
740;2021-02-03;3
746;2021-02-03;4
751;2021-02-03;17
760;2021-02-03;4
766;2021-02-03;2
773;2021-02-03;2
787;2021-02-03;3
791;2021-02-03;1
810;2021-02-03;5
813;2021-02-03;6
820;2021-02-03;2
846;2021-02-03;1
849;2021-02-03;4
851;2021-02-03;15
860;2021-02-03;4
101;2021-02-04;75
147;2021-02-04;5
151;2021-02-04;2
153;2021-02-04;12
157;2021-02-04;7
159;2021-02-04;8
163;2021-02-04;4
165;2021-02-04;3
167;2021-02-04;5
169;2021-02-04;14
173;2021-02-04;4
175;2021-02-04;5
183;2021-02-04;5
185;2021-02-04;9
187;2021-02-04;5
190;2021-02-04;5
201;2021-02-04;3
210;2021-02-04;1
217;2021-02-04;3
219;2021-02-04;3
223;2021-02-04;1
230;2021-02-04;2
250;2021-02-04;5
253;2021-02-04;12
259;2021-02-04;9
265;2021-02-04;8
269;2021-02-04;5
270;2021-02-04;11
316;2021-02-04;4
320;2021-02-04;1
326;2021-02-04;3
329;2021-02-04;2
330;2021-02-04;11
336;2021-02-04;3
340;2021-02-04;1
350;2021-02-04;2
360;2021-02-04;4
370;2021-02-04;7
376;2021-02-04;1
390;2021-02-04;3
410;2021-02-04;1
420;2021-02-04;2
430;2021-02-04;1
440;2021-02-04;2
450;2021-02-04;7
461;2021-02-04;14
479;2021-02-04;8
510;2021-02-04;3
530;2021-02-04;2
540;2021-02-04;5
561;2021-02-04;1
563;2021-02-04;3
573;2021-02-04;1
575;2021-02-04;5
580;2021-02-04;4
607;2021-02-04;3
615;2021-02-04;5
621;2021-02-04;5
630;2021-02-04;4
657;2021-02-04;1
661;2021-02-04;9
671;2021-02-04;1
706;2021-02-04;4
710;2021-02-04;3
727;2021-02-04;1
730;2021-02-04;9
740;2021-02-04;3
746;2021-02-04;5
751;2021-02-04;20
756;2021-02-04;1
760;2021-02-04;1
766;2021-02-04;4
773;2021-02-04;2
779;2021-02-04;1
810;2021-02-04;5
813;2021-02-04;2
820;2021-02-04;1
840;2021-02-04;2
846;2021-02-04;2
849;2021-02-04;2
851;2021-02-04;13
860;2021-02-04;1
101;2021-02-05;56
147;2021-02-05;9
151;2021-02-05;2
153;2021-02-05;7
155;2021-02-05;1
157;2021-02-05;4
159;2021-02-05;6
163;2021-02-05;4
165;2021-02-05;4
167;2021-02-05;6
169;2021-02-05;4
173;2021-02-05;4
175;2021-02-05;6
183;2021-02-05;11
187;2021-02-05;5
190;2021-02-05;2
201;2021-02-05;2
210;2021-02-05;3
217;2021-02-05;6
219;2021-02-05;1
223;2021-02-05;1
230;2021-02-05;5
240;2021-02-05;3
250;2021-02-05;7
253;2021-02-05;13
259;2021-02-05;12
260;2021-02-05;2
265;2021-02-05;2
269;2021-02-05;2
270;2021-02-05;7
306;2021-02-05;1
316;2021-02-05;3
320;2021-02-05;1
326;2021-02-05;1
329;2021-02-05;1
330;2021-02-05;9
336;2021-02-05;6
340;2021-02-05;2
350;2021-02-05;3
360;2021-02-05;2
370;2021-02-05;2
390;2021-02-05;1
420;2021-02-05;4
430;2021-02-05;10
440;2021-02-05;2
450;2021-02-05;8
461;2021-02-05;12
479;2021-02-05;6
530;2021-02-05;1
540;2021-02-05;4
561;2021-02-05;6
573;2021-02-05;6
575;2021-02-05;8
615;2021-02-05;11
621;2021-02-05;5
630;2021-02-05;5
657;2021-02-05;3
661;2021-02-05;6
706;2021-02-05;3
707;2021-02-05;3
710;2021-02-05;1
727;2021-02-05;2
730;2021-02-05;3
740;2021-02-05;3
751;2021-02-05;21
756;2021-02-05;1
760;2021-02-05;1
766;2021-02-05;2
773;2021-02-05;4
779;2021-02-05;3
787;2021-02-05;5
791;2021-02-05;2
810;2021-02-05;4
813;2021-02-05;2
840;2021-02-05;2
849;2021-02-05;4
851;2021-02-05;8
860;2021-02-05;3
101;2021-02-06;55
147;2021-02-06;13
153;2021-02-06;5
155;2021-02-06;2
157;2021-02-06;3
159;2021-02-06;8
161;2021-02-06;2
163;2021-02-06;4
165;2021-02-06;1
167;2021-02-06;6
169;2021-02-06;17
173;2021-02-06;4
175;2021-02-06;2
183;2021-02-06;12
185;2021-02-06;4
187;2021-02-06;1
190;2021-02-06;3
201;2021-02-06;1
210;2021-02-06;4
217;2021-02-06;2
219;2021-02-06;3
223;2021-02-06;3
230;2021-02-06;2
240;2021-02-06;1
250;2021-02-06;6
253;2021-02-06;6
259;2021-02-06;4
265;2021-02-06;4
269;2021-02-06;4
270;2021-02-06;3
306;2021-02-06;2
316;2021-02-06;1
320;2021-02-06;4
326;2021-02-06;2
329;2021-02-06;2
330;2021-02-06;6
350;2021-02-06;2
360;2021-02-06;7
370;2021-02-06;12
376;2021-02-06;9
390;2021-02-06;2
410;2021-02-06;2
420;2021-02-06;10
430;2021-02-06;5
450;2021-02-06;8
461;2021-02-06;10
479;2021-02-06;11
480;2021-02-06;1
510;2021-02-06;1
530;2021-02-06;5
540;2021-02-06;4
550;2021-02-06;1
561;2021-02-06;6
573;2021-02-06;3
575;2021-02-06;5
580;2021-02-06;2
607;2021-02-06;3
615;2021-02-06;14
621;2021-02-06;11
630;2021-02-06;4
657;2021-02-06;1
661;2021-02-06;1
671;2021-02-06;2
706;2021-02-06;6
727;2021-02-06;1
730;2021-02-06;12
740;2021-02-06;4
746;2021-02-06;2
751;2021-02-06;13
756;2021-02-06;3
760;2021-02-06;3
766;2021-02-06;5
773;2021-02-06;3
779;2021-02-06;1
787;2021-02-06;4
791;2021-02-06;1
810;2021-02-06;1
813;2021-02-06;1
820;2021-02-06;4
840;2021-02-06;1
846;2021-02-06;1
849;2021-02-06;4
851;2021-02-06;11
101;2021-02-07;39
147;2021-02-07;8
151;2021-02-07;1
153;2021-02-07;5
155;2021-02-07;2
157;2021-02-07;7
159;2021-02-07;5
161;2021-02-07;2
163;2021-02-07;3
165;2021-02-07;2
167;2021-02-07;13
169;2021-02-07;15
173;2021-02-07;3
175;2021-02-07;4
183;2021-02-07;9
185;2021-02-07;4
187;2021-02-07;8
190;2021-02-07;3
201;2021-02-07;1
210;2021-02-07;9
217;2021-02-07;2
219;2021-02-07;4
223;2021-02-07;3
230;2021-02-07;2
240;2021-02-07;1
250;2021-02-07;4
253;2021-02-07;16
259;2021-02-07;3
260;2021-02-07;1
265;2021-02-07;4
269;2021-02-07;2
270;2021-02-07;8
306;2021-02-07;2
316;2021-02-07;2
326;2021-02-07;1
330;2021-02-07;6
340;2021-02-07;2
360;2021-02-07;2
370;2021-02-07;4
376;2021-02-07;2
410;2021-02-07;1
420;2021-02-07;4
430;2021-02-07;4
450;2021-02-07;4
461;2021-02-07;16
479;2021-02-07;8
510;2021-02-07;1
530;2021-02-07;1
561;2021-02-07;5
563;2021-02-07;1
573;2021-02-07;2
575;2021-02-07;7
607;2021-02-07;4
615;2021-02-07;17
621;2021-02-07;4
630;2021-02-07;8
657;2021-02-07;2
671;2021-02-07;1
706;2021-02-07;7
707;2021-02-07;2
727;2021-02-07;4
730;2021-02-07;2
740;2021-02-07;11
746;2021-02-07;5
751;2021-02-07;15
756;2021-02-07;1
760;2021-02-07;1
766;2021-02-07;7
773;2021-02-07;3
779;2021-02-07;1
787;2021-02-07;4
810;2021-02-07;2
813;2021-02-07;2
820;2021-02-07;3
846;2021-02-07;2
849;2021-02-07;4
851;2021-02-07;11
860;2021-02-07;2
101;2021-02-08;53
147;2021-02-08;9
151;2021-02-08;2
153;2021-02-08;3
155;2021-02-08;2
157;2021-02-08;6
159;2021-02-08;5
161;2021-02-08;5
163;2021-02-08;2
165;2021-02-08;3
167;2021-02-08;4
169;2021-02-08;13
175;2021-02-08;5
183;2021-02-08;8
185;2021-02-08;6
187;2021-02-08;1
201;2021-02-08;2
210;2021-02-08;5
217;2021-02-08;8
219;2021-02-08;2
230;2021-02-08;3
240;2021-02-08;4
250;2021-02-08;5
253;2021-02-08;16
259;2021-02-08;11
265;2021-02-08;7
269;2021-02-08;9
270;2021-02-08;3
306;2021-02-08;2
316;2021-02-08;5
320;2021-02-08;4
326;2021-02-08;1
329;2021-02-08;7
330;2021-02-08;10
336;2021-02-08;8
340;2021-02-08;4
350;2021-02-08;6
370;2021-02-08;8
376;2021-02-08;3
390;2021-02-08;1
410;2021-02-08;2
420;2021-02-08;1
430;2021-02-08;8
440;2021-02-08;2
450;2021-02-08;7
461;2021-02-08;10
479;2021-02-08;9
480;2021-02-08;1
510;2021-02-08;2
530;2021-02-08;1
540;2021-02-08;2
550;2021-02-08;1
561;2021-02-08;4
573;2021-02-08;3
575;2021-02-08;3
580;2021-02-08;2
615;2021-02-08;13
621;2021-02-08;8
630;2021-02-08;5
657;2021-02-08;9
661;2021-02-08;4
671;2021-02-08;2
706;2021-02-08;2
707;2021-02-08;1
710;2021-02-08;1
727;2021-02-08;1
730;2021-02-08;4
740;2021-02-08;3
746;2021-02-08;3
751;2021-02-08;9
756;2021-02-08;4
760;2021-02-08;3
766;2021-02-08;3
773;2021-02-08;3
779;2021-02-08;3
787;2021-02-08;5
791;2021-02-08;3
810;2021-02-08;8
813;2021-02-08;7
820;2021-02-08;2
849;2021-02-08;4
851;2021-02-08;8
860;2021-02-08;1
101;2021-02-09;66
147;2021-02-09;3
151;2021-02-09;1
153;2021-02-09;5
157;2021-02-09;6
159;2021-02-09;6
161;2021-02-09;2
163;2021-02-09;3
167;2021-02-09;7
169;2021-02-09;8
173;2021-02-09;3
183;2021-02-09;11
185;2021-02-09;8
187;2021-02-09;6
190;2021-02-09;3
201;2021-02-09;2
210;2021-02-09;3
217;2021-02-09;7
219;2021-02-09;5
223;2021-02-09;1
230;2021-02-09;8
240;2021-02-09;3
250;2021-02-09;4
253;2021-02-09;7
259;2021-02-09;4
260;2021-02-09;1
265;2021-02-09;11
269;2021-02-09;2
270;2021-02-09;5
316;2021-02-09;6
320;2021-02-09;2
326;2021-02-09;2
329;2021-02-09;2
330;2021-02-09;9
336;2021-02-09;5
340;2021-02-09;6
350;2021-02-09;5
360;2021-02-09;2
370;2021-02-09;7
376;2021-02-09;2
410;2021-02-09;3
420;2021-02-09;3
430;2021-02-09;4
440;2021-02-09;1
450;2021-02-09;6
461;2021-02-09;7
479;2021-02-09;10
480;2021-02-09;1
492;2021-02-09;1
510;2021-02-09;1
540;2021-02-09;7
561;2021-02-09;2
563;2021-02-09;1
573;2021-02-09;2
575;2021-02-09;11
580;2021-02-09;1
607;2021-02-09;7
615;2021-02-09;16
621;2021-02-09;26
630;2021-02-09;5
657;2021-02-09;5
661;2021-02-09;1
665;2021-02-09;1
671;2021-02-09;1
706;2021-02-09;1
710;2021-02-09;1
730;2021-02-09;5
740;2021-02-09;13
746;2021-02-09;6
751;2021-02-09;10
756;2021-02-09;3
766;2021-02-09;6
773;2021-02-09;2
779;2021-02-09;2
787;2021-02-09;7
791;2021-02-09;1
810;2021-02-09;1
813;2021-02-09;6
820;2021-02-09;4
846;2021-02-09;1
849;2021-02-09;1
851;2021-02-09;14
101;2021-02-10;54
147;2021-02-10;12
151;2021-02-10;6
153;2021-02-10;6
155;2021-02-10;1
157;2021-02-10;6
159;2021-02-10;5
161;2021-02-10;2
163;2021-02-10;2
165;2021-02-10;3
167;2021-02-10;9
169;2021-02-10;3
173;2021-02-10;2
175;2021-02-10;2
183;2021-02-10;11
185;2021-02-10;2
187;2021-02-10;3
190;2021-02-10;6
210;2021-02-10;3
217;2021-02-10;2
219;2021-02-10;6
230;2021-02-10;4
240;2021-02-10;5
250;2021-02-10;14
253;2021-02-10;11
259;2021-02-10;9
265;2021-02-10;3
270;2021-02-10;6
306;2021-02-10;1
316;2021-02-10;4
320;2021-02-10;2
326;2021-02-10;2
329;2021-02-10;6
330;2021-02-10;8
336;2021-02-10;4
340;2021-02-10;6
350;2021-02-10;2
370;2021-02-10;3
376;2021-02-10;2
390;2021-02-10;2
400;2021-02-10;1
410;2021-02-10;2
430;2021-02-10;3
440;2021-02-10;1
450;2021-02-10;5
461;2021-02-10;10
479;2021-02-10;4
530;2021-02-10;1
540;2021-02-10;1
550;2021-02-10;4
561;2021-02-10;4
573;2021-02-10;1
575;2021-02-10;3
580;2021-02-10;2
607;2021-02-10;6
615;2021-02-10;12
621;2021-02-10;19
630;2021-02-10;12
657;2021-02-10;8
661;2021-02-10;2
665;2021-02-10;2
706;2021-02-10;1
707;2021-02-10;2
710;2021-02-10;3
730;2021-02-10;9
740;2021-02-10;12
746;2021-02-10;3
751;2021-02-10;11
756;2021-02-10;4
760;2021-02-10;3
766;2021-02-10;7
773;2021-02-10;1
779;2021-02-10;2
787;2021-02-10;4
791;2021-02-10;7
810;2021-02-10;1
813;2021-02-10;8
820;2021-02-10;6
840;2021-02-10;1
846;2021-02-10;1
849;2021-02-10;4
851;2021-02-10;16
860;2021-02-10;2
101;2021-02-11;58
147;2021-02-11;6
151;2021-02-11;2
153;2021-02-11;5
157;2021-02-11;7
159;2021-02-11;3
161;2021-02-11;6
163;2021-02-11;3
165;2021-02-11;2
167;2021-02-11;7
169;2021-02-11;7
173;2021-02-11;1
175;2021-02-11;6
183;2021-02-11;11
185;2021-02-11;3
187;2021-02-11;2
190;2021-02-11;1
210;2021-02-11;3
217;2021-02-11;2
219;2021-02-11;2
223;2021-02-11;1
230;2021-02-11;4
240;2021-02-11;2
250;2021-02-11;4
253;2021-02-11;10
259;2021-02-11;9
265;2021-02-11;3
269;2021-02-11;8
306;2021-02-11;2
316;2021-02-11;4
320;2021-02-11;4
326;2021-02-11;1
329;2021-02-11;2
330;2021-02-11;9
336;2021-02-11;1
340;2021-02-11;6
350;2021-02-11;2
360;2021-02-11;1
370;2021-02-11;15
376;2021-02-11;3
410;2021-02-11;1
430;2021-02-11;4
440;2021-02-11;2
450;2021-02-11;4
461;2021-02-11;6
479;2021-02-11;10
480;2021-02-11;1
510;2021-02-11;3
540;2021-02-11;3
561;2021-02-11;3
573;2021-02-11;5
575;2021-02-11;3
580;2021-02-11;2
607;2021-02-11;4
615;2021-02-11;12
621;2021-02-11;9
630;2021-02-11;5
657;2021-02-11;5
661;2021-02-11;1
665;2021-02-11;3
706;2021-02-11;1
730;2021-02-11;1
740;2021-02-11;12
746;2021-02-11;1
751;2021-02-11;13
756;2021-02-11;2
766;2021-02-11;5
773;2021-02-11;1
779;2021-02-11;1
787;2021-02-11;1
791;2021-02-11;2
813;2021-02-11;2
820;2021-02-11;1
846;2021-02-11;1
849;2021-02-11;2
851;2021-02-11;10
860;2021-02-11;2
101;2021-02-12;43
147;2021-02-12;5
151;2021-02-12;1
153;2021-02-12;7
155;2021-02-12;1
157;2021-02-12;9
159;2021-02-12;4
161;2021-02-12;1
163;2021-02-12;3
165;2021-02-12;4
167;2021-02-12;3
169;2021-02-12;2
173;2021-02-12;4
183;2021-02-12;11
185;2021-02-12;6
190;2021-02-12;4
210;2021-02-12;4
217;2021-02-12;3
219;2021-02-12;5
223;2021-02-12;2
230;2021-02-12;13
240;2021-02-12;4
250;2021-02-12;4
253;2021-02-12;9
259;2021-02-12;5
260;2021-02-12;1
265;2021-02-12;7
269;2021-02-12;1
270;2021-02-12;1
316;2021-02-12;3
320;2021-02-12;6
326;2021-02-12;1
329;2021-02-12;1
330;2021-02-12;3
336;2021-02-12;1
340;2021-02-12;3
350;2021-02-12;2
370;2021-02-12;8
376;2021-02-12;1
390;2021-02-12;2
400;2021-02-12;1
410;2021-02-12;2
420;2021-02-12;3
430;2021-02-12;1
